tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0078284,Smokey and the Good Time Outlaws,Alexander Grasshoff,Frank Q. Dobbs; Robert Walsh; Jesse Turner,\N,\N,\N
tt0078928,California Dreaming,John D. Hancock,Ned Wynn,California Dreaming,John D. Hancock,\N
tt0079094,Eagle's Wing,Anthony Harvey,John Briley; Michael Syson,Eagle's Wing,Anthony Harvey,John Briley
tt0079098,Ek Din Pratidin,Mrinal Sen,Mrinal Sen,Ek Din Pratidin,Mrinal Sen,Mrinal Sen
tt0079224,The Golden Lady,José Ramón Larraz,Joshua Sinclair,The Golden Lady,José Ramón Larraz,Joshua Sinclair
tt0079571,Glowing Autumn,Masaki Kobayashi,Shun Inagaki,Glowing Autumn,Masaki Kobayashi,\N
tt0079648,Nutcracker Fantasy,Takeo Nakamura,Shintaro Tsuji,Nutcracker Fantasy,Takeo Nakamura,\N
tt0079815,Rockers,Ted Bafaloukos,Ted Bafaloukos,Rockers,Theodoros Bafaloukos,Theodoros Bafaloukos
tt0080072,The Morning Round,Aida Manasarova,Anatoli Grebnev,Q84994265,Aida Manasarova,\N
tt0080416,\N,\N,\N,\N,\N,\N
tt0080451,Blue Ecstasy,Kemal Horulu,Jack Parro,\N,\N,\N
tt0080492,Can't Stop the Music,Nancy Walker,Bronté Woodard; Allan Carr,Can't Stop the Music,Nancy Walker,Bronté Woodard; Allan Carr
tt0080646,Don't Go in the House,Joseph Ellison,Joe Masefield; Joseph Ellison; Ellen Hammill; Joe Masefield,Don't Go in the House,Joseph Ellison,\N
tt0080660,Three Swedes on the Reeperbahn,Walter Boos,George Elmer,Nympho Girls,Walter Boos,\N
tt0080698,Esthappan,Govindan Aravindan,Isaac Thomas Kottukappally; Govindan Aravindan; Kavalam Narayana Panicker; Kavalam Narayana Panicker,Esthappan,G. Aravindan,G. Aravindan
tt0080773,The Gamekeeper,Ken Loach,Ken Loach; Barry Hines,The Gamekeeper,Ken Loach,Ken Loach
tt0081053,The Life and Times of Rosie the Riveter,Connie Field,\N,The Life and Times of Rosie the Riveter,Connie Field,\N
tt0081267,"Ogaryova Street, Number 6",Boris Grigorev,Yulian Semyonov,"Ogaryova Street, Number 6",Boris Grigoryev,Yulian Semyonov
tt0082370,The Woman Next Door,François Truffaut,Suzanne Schiffman; Jean Aurel; François Truffaut,The Woman Next Door,François Truffaut,Suzanne Schiffman; Jean Aurel; François Truffaut
tt0082422,Fruits of Passion,Shūji Terayama,Dominique Aury; Shūji Terayama; Rio Kishida,Fruits of Passion,Shūji Terayama,Shūji Terayama; Anne Desclos
tt0082763,Modern Problems,Ken Shapiro,Tom Sherohman; Arthur Sellers; Ken Shapiro,Modern Problems,Ken Shapiro,\N
tt0082871,Outside In,Stephen Dwoskin,Stephen Dwoskin,Outside In,Stephen Dwoskin,\N
tt0082894,Pennies from Heaven,Herbert Ross,Dennis Potter,Pennies from Heaven,Herbert Ross,Dennis Potter
tt0083046,La segunda guerra de los niños,Javier Aguirre,Javier Aguirre,\N,\N,\N
tt0083708,Once Upon a Rainbow,Agnes Ng,Wong Kar-Wai; Kenneth Yee; Hoh Hong-Kiu; Lo Man-Sang,Once Upon a Rainbow,Agnes Ng,\N
tt0083719,Hooray for Divorce!,Juan Bosch,Juan Bosch,\N,\N,\N
tt0084013,Waves,Annette Apon,Annette Apon,Golven,Annette Apon,Annette Apon
tt0084075,Eternal Monument,Tadashi Imai,Yōko Mizuki,Himeyuri no Tô,Tadashi Imai,\N
tt0084545,Pronto... Lucia,Ciro Ippolito,Ciro Ippolito; Massimo Franciosa,Q3923929,Ciro Ippolito,Ciro Ippolito; Massimo Franciosa
tt0084675,Shoot the Moon,Alan Parker,Bo Goldman,Shoot the Moon,Alan Parker,Bo Goldman
tt0084709,Spaghetti House,Giulio Paradisi,Agenore Incrocci; Furio Scarpelli; Agenore Incrocci; Furio Scarpelli,Spaghetti House,Giulio Paradisi,Agenore Incrocci; Age & Scarpelli; Peter Barnes; Nino Manfredi; Furio Scarpelli
tt0084727,Stark Raving Mad,George Hood,Don Gronquist,Stark Raving Mad,George Hood,\N
tt0084959,Perché non facciamo l'amore,Maurizio Lucidi,Sandro Continenza; Francisco Lara Polop,Perché non facciamo l'amore?,Maurizio Lucidi,Sandro Continenza
tt0085220,Bearn,Jaime Chávarri,Lola Salvador,Bearn o la sala de las muñecas,Jaime Chávarri,\N
tt0085496,Dark Habits,Pedro Almodóvar,Pedro Almodóvar,Dark Habits,Pedro Almodóvar,Pedro Almodóvar
tt0085625,Grunt!,Andy Luotto,Giorgio Faletti; Giorgio Faletti; Andy Luotto; Andy Luotto,Grunt!,Andy Luotto,Giorgio Faletti; Andy Luotto
tt0085835,Pharos of Chaos,Manfred Blank; Wolf-Eckart Bühler,Hella Kothmann,Leuchtturm des Chaos,Wolf-Eckart Bühler; Manfred Blank,\N
tt0086088,Lady Football,Nando Cicero,Nando Cicero; Luciano Martino; Francesco Milizia; Nando Cicero,Paulo Roberto Cotechiño centravanti di sfondamento,Nando Cicero,Francesco Milizia; Nando Cicero
tt0086525,Valley Girl,Martha Coolidge,Wayne Crawford; Andrew Lane,Valley Girl,Martha Coolidge,\N
tt0086930,Bad Girls Dormitory,Tim Kincaid,Tim Kincaid,\N,\N,\N
tt0087368,Cargo With No Markings,Vladimir Popkov,Volodymyr Mazur,Q4150477,Vladimir Popkov,\N
tt0087431,La hoz y el Martínez,Álvaro Sáenz de Heredia,Álvaro Sáenz de Heredia,La hoz y el Martínez,Álvaro Sáenz de Heredia,Álvaro Sáenz de Heredia
tt0087442,The Chieftain,Terje Kristiansen,Terje Kristiansen,The Chieftain,Terje Kristiansen,\N
tt0087486,Isabel on the Stairs,Hannelore Unterberg,Waltraud Lewin; Hannelore Unterberg,Isabel on the Stairs,Hannelore Unterberg,\N
tt0087493,Jack 'n Jill 2,Chuck Vincent,Chuck Vincent; Rick Marx,\N,\N,\N
tt0087636,Israel Forever,Assi Dayan,Assi Dayan,Am Yisrael Hai,Assi Dayan,Assi Dayan
tt0087751,Mrs. Soffel,Gillian Armstrong,Ron Nyswaner,Mrs. Soffel,Gillian Armstrong,Ron Nyswaner
tt0087795,Night Patrol,Jackie Kong,Bill Osco; William A. Levey; Jackie Kong; Murray Langston,Night Patrol,Jackie Kong,Jackie Kong
tt0088196,Streetwise,Martin Bell,Cheryl McCall,Streetwise,Martin Bell,\N
tt0088371,The Red Countess,András Kovács,Mihályné Károlyi,The Red Countess,András Kovács,András Kovács
tt0088717,L'amour propre ne le reste jamais très longtemps,Martin Veyron,Martin Veyron,Q22000391,Martin Veyron,\N
tt0088785,Beinahe Trinidad,Oliver Storz,\N,\N,\N,\N
tt0088834,\N,\N,\N,\N,\N,\N
tt0088902,Charley,Theo van Gogh,Theo van Gogh,Q2047291,Theo van Gogh,Theo van Gogh
tt0088981,Working Class,Tsui Hark,Chan Gam-Kuen,Da gung wong dai,Tsui Hark,\N
tt0089623,Woman Requiem,Park Cheol-su,\N,Mother,Park Cheol-su,Kim Soo-hyun
tt0089774,The Lost Paradise,Basilio Martín Patino,Basilio Martín Patino,The Lost Paradise,Basilio Martín Patino,\N
tt0089839,Private Resort,George Bowers,Gordon Mitchell; Gordon Mitchell; Ken Segall; Alan Wenkus,Private Resort,George Bowers,Gordon Mitchell
tt0090001,Wonder Season,Georgi Yungvald-Khilkevich,Sergei Abramov,Q4413061,Georgi Yungvald-Khilkevich,Sergey Abramov
tt0090011,It's a Drink! It's a Bomb!,David Chung,Tsang Kan-Cheong,It's a Drink! It's a Bomb!,\N,Q10325102
tt0090205,Sadness and Beauty,Joy Fleury,Pierre Grillet; Joy Fleury,Q96062250,Joy Fleury,\N
tt0090351,Yerma,Imre Gyöngyössy; Barna Kabay,Federico García Lorca; Imre Gyöngyössy; Barna Kabay; Katalin Petényi,Yerma,Barna Kabay; Imre Gyöngyössy,\N
tt0090645,Anjaam,T Hariharan,\N,\N,\N,\N
tt0090689,Ballad of Dog Beach,José Fonseca e Costa,Pedro Bandeira-Freire; José Cardoso Pires; José Fonseca e Costa; Antonio Larreta,A Balada de Praia do Cães,José Fonseca e Costa,Q932343; Antonio Larreta
tt0091389,"The Twenties, the Thirties",Janusz Rzeszewski,Ryszard Marek Groński; Michał Komar,"Lata dwudzieste, lata trzydzieste",Janusz Rzeszewski,Michał Komar
tt0091540,The Devils of Monza,Luciano Odorisio,Gino Capone; Luciano Odorisio; Piero Chiara; Carlo Lizzani,Devils of Monza,Luciano Odorisio,Carlo Lizzani
tt0091729,Pasos Largos (El último bandido andaluz),Rafael Moreno Alba,Rafael Moreno Alba,\N,\N,\N
tt0092051,Escape from Coral Cove,Terence Chang,Terence Chang,\N,\N,\N
tt0092088,Three Daughters,Candida Royalle,Candida Royalle,\N,\N,\N
tt0092513,Adventures in Babysitting,Chris Columbus,David Simkins,Adventures in Babysitting,Chris Columbus,David Simkins
tt0092574,Appeal,Valeriy Guryanov,Eduard Volodarskiy,Q4067978,Valeriy Guryanov,Eduard Volodarsky
tt0092682,"Bocca bianca, bocca nera",Arduino Sacco; Renato Polselli,\N,Q3641459,Arduino Sacco,Arduino Sacco
tt0092906,Dolls,Stuart Gordon,Ed Naha,Dolls,Stuart Gordon,Ed Naha
tt0092946,Shadows of the Peacock,Phillip Noyce,Jan Sharp,Echoes of Paradise,Phillip Noyce,\N
tt0092964,Empire State,Ron Peck,Mark Ayres; Ron Peck,Empire State,Ron Peck,\N
tt0093002,Fakta homma,Jukka Virtanen,Riitta Havukainen; Taneli Mäkelä; Eija Vilpas,Fakta homma,Jukka Virtanen,\N
tt0093183,The Hero's Journey: The World of Joseph Campbell,Janelle Balnicke,\N,The Hero's Journey,Janelle Balnicke; David Kennard,\N
tt0093291,How Poets Are Enjoying Their Lives,Dušan Klein,Ladislav Pecháček; Dušan Klein; Ladislav Pecháček; Dušan Klein,How Poets Are Enjoying Their Lives,Dušan Klein,Ladislav Pecháček; Dušan Klein
tt0093321,Juillet en septembre,Sébastien Japrisot,\N,Juillet en Septembre,Sébastien Japrisot,Sébastien Japrisot
tt0093336,The Cat,Dominik Graf,Christoph Fromm; Uwe Erichsen,The Cat,Dominik Graf,Uwe Erichsen
tt0093418,Like Father Like Son,Rod Daniel,Steve Bloom; David Hoselton; Lorne Cameron; Lorne Cameron,Like Father Like Son,Rod Daniel,\N
tt0093778,The Princess Academy,Bruce A. Block,Sandra Weintraub,The Princess Academy,Bruce A. Block,Sandra Weintraub
tt0093804,Seven Years Itch,Johnnie To,Raymond Wong Pak-Ming,Seven Years Itch,Johnnie To,Wong Pak Ming
tt0093810,The Dear Lilás,Artur Semedo,João Lopes; Artur Semedo; Herman José,O Querido Lilás,Artur Semedo,\N
tt0094023,Stacking,Martin Rosen,Victoria Jenkins,Stacking,Martin Rosen,\N
tt0094818,Bush Shrink,Ivan Hall,Bruce Keating; Richard Schiller,\N,\N,\N
tt0094822,Baton Rouge,Rafael Moleón,Agustín Díaz Yanes; Rafael Moleón,Baton Rouge,Rafael Moleón Gavilanes,Agustín Díaz Yanes
tt0095120,Evil Laugh,Dominick Brascia,Dominick Brascia; Steven Baio,Evil Laugh,Dominick Brascia,\N
tt0095363,In Dangerous Company,Ruben Preuss,Mitch Brown,In Dangerous Company,\N,\N
tt0095423,Kadaicha,James Bogle,Ian Coughlan,Kadaicha,James Bogle,\N
tt0095435,\N,\N,\N,\N,\N,\N
tt0095493,Last Platoon,Ignazio Dolce,Tito Carpi,Last Platoon,Ignazio Dolce,Tito Carpi
tt0095582,Nailcruncher,Moshé Mizrahi,Moshé Mizrahi,Mangeclous,Moshé Mizrahi,Albert Cohen
tt0095811,Pacto de sangre,Malena Roncayolo,Diana Lichy,\N,\N,\N
tt0096180,Stormy Monday,Mike Figgis,Mike Figgis,Stormy Monday,Mike Figgis,Mike Figgis
tt0096223,Tapeheads,Bill Fishman,Bill Fishman; Peter McCarthy; Jim Herzfeld; Ryan Rowe; Bill Fishman; Peter McCarthy,Tapeheads,Bill Fishman,Bill Fishman
tt0096386,Life Is a Long Quiet River,Étienne Chatiliez,Florence Quentin; Étienne Chatiliez,Life Is a Long Quiet River,Étienne Chatiliez,Étienne Chatiliez; Florence Quentin
tt0096744,84 Charlie Mopic,Patrick Sheane Duncan,Patrick Sheane Duncan,84C MoPic,Patrick Sheane Duncan,Patrick Sheane Duncan
tt0096917,Beverly Hills Bodysnatchers,Jonathan Mostow,Jonathan Mostow; P.K. Simonds,Beverly Hills Bodysnatchers,Jonathan Mostow,\N
tt0096944,Blind Fear,Tom Berry,Sergio Altieri,Blind Fear,Tom Berry,\N
tt0097020,Time of the Servants,Irena Pavlásková,Irena Pavlásková; Irena Pavlásková,Time of the Servants,Irena Pavlásková,Irena Pavlásková
tt0097129,Crossing the Line,Gary Graver,Rick Marcus; James Ryan,\N,\N,\N
tt0097144,Codename Cougar,Yang Fengliang; Zhang Yimou,Cheng Shiqing,Codename Cougar,Yang Fengliang; Zhang Yimou,Cheng Shiqing
tt0097241,\N,\N,\N,\N,\N,\N
tt0097348,The Unmatchable Match,Parkman Wong Pak-Man,Andy Liu Chi-Keung; Parkman Wong Pak-Man; James Fung Shui-Hung,The Unmatchable Match,Parkman Raphael Wong,\N
tt0097474,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,Shem Bitterman; Dominique Othenin-Girard; Michael Jacobs,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,John Carpenter; Dominique Othenin-Girard
tt0097477,"Hanna Monster, Darling",Christian Berger,Christian Berger,\N,\N,\N
tt0097624,Into the Night,Lo Kin,Lo Kin,\N,\N,\N
tt0098409,Suivez cet avion,Patrice Ambard,\N,Suivez cet avion,Patrice Ambard,Patrice Ambard; Alain Etève
tt0098437,The Winter War,Pekka Parikka,Antti Tuuri; Pekka Parikka,The Winter War,Pekka Parikka,Antti Tuuri; Pekka Parikka
tt0098687,All Night Long,Peter Mak Tai-Kit,Chi Ga-Goh; Peter Mak Tai-Kit; Muk Baak-Ji,\N,\N,\N
tt0099498,Empire of the Dark,Steve Barkett,Steve Barkett,Empire of the Dark,\N,\N
tt0099593,The Fool,Christine Edzard,Olivier Stockman; Christine Edzard,The Fool,Christine Edzard,\N
tt0099689,Gosses de Rio,Thierry Michel,\N,\N,\N,\N
tt0099871,Jacob's Ladder,Adrian Lyne,Bruce Joel Rubin,Jacob's Ladder,Adrian Lyne,Bruce Joel Rubin
tt0100031,Lisa,Gary Sherman,Gary Sherman; Karen Clark,Lisa,Gary Sherman,Karen Clark
tt0100045,Lung Fung Restaurant,Poon Man-Kit,Hau Chi-Keung; Clarence Yip Wai-Chung,Lung Fung Restaurant,Poon Man-kit,\N
tt0100301,Opportunity Knocks,Donald Petrie,Nat Bernstein; Mitchel Katlin,Opportunity Knocks,Donald Petrie,\N
tt0100362,Die Philosophie der Ameise: Die Geschichte der letzten Menschheit hat begonnen,Michael Satzinger,\N,\N,\N,\N
tt0100420,The King's Trial,João Mário Grilo,João Mário Grilo; Daniel Arasse; Colin Thiele,The King's Trial,João Mário Grilo,Colin Thiele; João Mário Grilo
tt0100707,Streets,Katt Shea,Katt Shea; Andy Ruben,Streets,Katt Shea,\N
tt0100820,Tsugumi,Jun Ichikawa,Jun Ichikawa,Tugumi,Jun Ichikawa,\N
tt0100836,Sandra,Franck Landron,\N,Q97187453,Franck Landron,\N
tt0100915,\N,\N,\N,What the Moon Saw,Pino Amenta,Frank Howson
tt0101262,\N,\N,\N,Aasmaan Se Gira,\N,\N
tt0101284,Akayla,Ramesh Sippy,Salim Khan,Akayla,Ramesh Sippy,Salim Khan
tt0101526,Children of Nature,Fridrik Thor Fridriksson,Einar Már Guðmundsson; Fridrik Thor Fridriksson,Children of Nature,Friðrik Þór Friðriksson,Einar Már Guðmundsson; Friðrik Þór Friðriksson
tt0101745,Doc Hollywood,Michael Caton-Jones,Daniel Pyne; Jeffrey Price; Peter S. Seaman,Doc Hollywood,Michael Caton-Jones,Jeffrey Price; Peter S. Seaman; Daniel Pyne
tt0101847,The Fabulous Voyage of the Angel,Jean Pierre Lefebvre,Jean Pierre Lefebvre; Normand Desjardins,The Fabulous Voyage of the Angel,Jean Pierre Lefebvre,Jean Pierre Lefebvre
tt0101955,The Giving,Eames Demetrios,Eames Demetrios,\N,\N,\N
tt0102278,Flying Machines Versus Mr. Samochodzik,Janusz Kidawa,Janusz Kidawa,Flying Machines Against Mr. Motor Car,Janusz Kidawa,Janusz Kidawa
tt0102540,\N,\N,\N,\N,\N,\N
tt0102608,"Hotel ""Eden""",Vladimir Lyubomudrov,Vladimir Lyubomudrov; Anatoli Galiyev,Q24957357,Vladimir Lubomudrov,Anatoly Galiev; Vladimir Lubomudrov
tt0102737,The Magnificent Scoundrels,Lee Lik-Chi,Lee Lik-Chi; Wellington Fung Wing; Tsang Kwok-Chi; Edward Leung Yiu-Ming,The Magnificent Scoundrels,Lee Lik-chee,\N
tt0102975,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Nicholas Meyer; Denny Martin Flinn; Leonard Nimoy; Lawrence Konner; Mark Rosenthal,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Nicholas Meyer; Denny Martin Flinn; Mark Rosenthal; Leonard Nimoy; Lawrence Konner; Gene Roddenberry
tt0102980,\N,\N,\N,\N,\N,\N
tt0103055,A Fine Romance,Gene Saks,Ronald Harwood,A Fine Romance,Gene Saks,François Billetdoux; Ronald Harwood
tt0103603,Call Girl '92,Andy Chin Wing-Keung,Joyee Cheung Lai-Ling; Andy Chin Wing-Keung,\N,\N,\N
tt0103660,"Alaska, Sir!",Vyacheslav Rebrov,Alexander Remnev,"Alaska, Sir!",\N,\N
tt0103923,Captain America,Albert Pyun,Stephen Tolkin; Stephen Tolkin; Lawrence J. Block,Captain America,Albert Pyun,Stephen Tolkin; Lawrence Block
tt0104120,\N,\N,\N,\N,\N,\N
tt0104247,Brats,János Rózsa,István Kardos,Brats,János Rózsa,\N
tt0104336,Giant Steps,Richard Rose,Paul Quarrington; Greg Dummett,\N,\N,\N
tt0104477,\N,\N,\N,\N,\N,\N
tt0104548,Jeevan Ek Sanghursh,Rahul Rawail,\N,Jeevan Ek Sanghursh,Rahul Rawail,\N
tt0105483,A Stranger Among Us,Sidney Lumet,Robert J. Avrech,A Stranger Among Us,Sidney Lumet,Robert J. Avrech
tt0105880,Cash on Delivery,Terry Tong Gei-Ming,Cheung Kin; James Yuen Sai-Sang; Terry Tong Gei-Ming,Cash on Delivery,Terry Tong Kei Ming,\N
tt0105897,Zindagi Ek Juaa,Prakash Mehra,Satish Bhatnagar; Prakash Mehra,Zindagi Ek Juaa,Prakash Mehra,\N
tt0105901,Zoológico,Fernando Venturini,\N,\N,\N,\N
tt0106494,\N,\N,\N,\N,\N,\N
tt0106664,The Dark Half,George A. Romero,George A. Romero,The Dark Half,George A. Romero,George A. Romero
tt0106796,Eight Hundred Leagues Down the Amazon,Luis Llosa,Jackson Barr; Laura Schiff,Eight Hundred Leagues Down the Amazon,Luis Llosa,\N
tt0106983,Future Shock,Eric Parkinson; Oley Sassone; Matt Reeves,Oley Sassone; David DuBos; Eric Parkinson; Vivian Schilling; Matt Reeves; David DuBos,Future Shock,Matt Reeves,\N
tt0107220,Inside Monkey Zetterland,Jefery Levy,Steve Antin,Inside Monkey Zetterland,Jefery Levy,Steve Antin
tt0107313,I want to go to America,Sergey Nikonenko,Yaroslav Filippov,\N,\N,\N
tt0107394,A Letter to L...,Romain Goupil,Romain Goupil,Q15918400,Romain Goupil,Romain Goupil
tt0107434,Far from the Barbarians,Liria Bégéja,Liria Bégéja; Olivier Douyère; Philippe Barassat,Q3258654,Liria Bégéja,Liria Bégéja
tt0107572,Daughter of Darkness,Ivan Lai Kai-Ming,Book Gwai; Ivan Lai Kai-Ming,Daughter of Darkness,Kai-Ming Lai,\N
tt0107949,Rescue Me,Arthur Allan Seidelman,Mike Snyder,Rescue Me,Arthur Allan Seidelman,Michael James Snyder
tt0108468,Usureyuku kioku no nakade,Kazuyuki Shinoda,Kazuyuki Shinoda,Q11622141,Kazuyuki Shinoda,\N
tt0109271,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,\N
tt0109336,A Brilliant Disguise,Nick Vallelonga,Nick Vallelonga,Q132802392,\N,\N
tt0109929,Grande petite,Sophie Fillières,\N,Grande Petite,Sophie Fillières,Sophie Fillières
tt0109974,Halb Wien,Victor Jaschke; Kenan Kiliç; Leopold Lummerstorfer; Hannelore Tiefenthaler,\N,\N,\N,\N
tt0110113,Im Schneeland,Stephan Settele,Stephan Settele,\N,\N,\N
tt0110210,The Violin Player,Charles Van Damme,\N,The Violin Player,Charles Van Damme,Charles Van Damme
tt0110225,Lost Paradise,Markku Lehmuskallio; Anastasia Lapsui,Anastasia Lapsui; Markku Lehmuskallio,Q107585247,Markku Lehmuskallio,Markku Lehmuskallio; Anastasia Lapsui
tt0110323,A Hot Night,Atef El-Tayeb,Rafik El Saban; Bashir El Deek,Leila Sakhina,Atef El Tayeb,\N
tt0110353,Lightning Jack,Simon Wincer,Paul Hogan,Lightning Jack,Simon Wincer,Paul Hogan
tt0111063,Oh! My Three Guys....,Derek Chiu,Raymond To Kwok-Wai,Oh! My Three Guys,Sung Kee Chiu,\N
tt0111268,\N,\N,\N,\N,\N,\N
tt0111610,\N,\N,\N,\N,\N,\N
tt0111626,The Rascal,Sven Methling,Jørgen Kastrup; Peter Bay,Vildbassen,Sven Methling,Peter Bay
tt0111649,\N,\N,\N,\N,\N,\N
tt0111672,Watchers III,Jeremy Stanford,Michael Palmer,Watchers 3,Jeremy Stanford,Dean Koontz
tt0111812,Z-man's Kinder,Heidi Specogna,\N,\N,\N,\N
tt0112417,\N,\N,\N,\N,\N,\N
tt0112430,Babam Askerde,Handan İpekçi,Handan İpekçi,Babam Askerde,Handan İpekçi,\N
tt0113176,\N,\N,\N,\N,\N,\N
tt0113314,Hollow Reed,Angela Pope,Paula Milne,Hollow Reed,Angela Pope,Paula Milne
tt0113357,Human Prey,James Adam Tucker,James Adam Tucker,\N,\N,\N
tt0113490,The Journey of August King,John Duigan,John Ehle,The Journey of August King,John Duigan,John Ehle
tt0113630,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,Mickey Rooney,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,\N
tt0113632,\N,\N,\N,Legion of the Night,Matt Jaissle,\N
tt0113840,"Mother Dao, the Turtlelike",Vincent Monnikendam,Vincent Monnikendam,\N,\N,\N
tt0113876,\N,\N,\N,\N,\N,\N
tt0114211,\N,\N,\N,\N,\N,\N
tt0114293,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff,Romancing Sara,Lawrence Lanoff,\N
tt0114474,Small Faces,Gillies MacKinnon,Billy MacKinnon; Gillies MacKinnon,Small Faces,Gillies MacKinnon,William Mackinnon
tt0114485,All of Them Witches,Daniel Gruener,Gabriel González Meléndez; Daniel Gruener,All of Them Witches,Daniel Gruener,\N
tt0114616,Tarantella,Helen De Michiel,Helen De Michiel; Richard Hoblock,Tarantella,Helen De Michiel,Helen De Michiel
tt0114709,Toy Story,John Lasseter,Alec Sokolow; Joel Cohen; Joss Whedon; Andrew Stanton,Toy Story,John Lasseter,John Lasseter; Joel Cohen; Joss Whedon; Pete Docter; Joe Ranft; Alec Sokolow; Andrew Stanton
tt0114732,The Three Brothers,Bernard Campan; Didier Bourdon,Didier Bourdon; Bernard Campan; Michel Lengliney,The Three Brothers,Didier Bourdon; Bernard Campan,Didier Bourdon; Michel Lengliney; Bernard Campan
tt0114775,A Summer in La Goulette,Férid Boughedir,Férid Boughedir,A Summer in La Goulette,Férid Boughedir,Férid Boughedir; Nouri Bouzid
tt0114883,\N,\N,\N,\N,\N,\N
tt0115007,School Days,Chin Ao-Hsun,\N,School Days,Chu Yen-ping,\N
tt0115622,Scarred Memory,Ray Leung Ka-Hei,Wong Sa-Fai; Hsu Jen-Tu; Au Kin-Cheong; Steve Cheng Wai-Man; Ray Leung Ka-Hei,\N,\N,\N
tt0115630,Baseball Girls,Lois Siegel,Lois Siegel,Baseball Girls,Lois Siegel,\N
tt0116169,Edie & Pen,Matthew Irmas,Victoria Tennant,Edie & Pen,Matthew Irmas,Victoria Tennant
tt0116341,Forest Warrior,Aaron Norris,Galen Thompson; Ron Swanson,Forest Warrior,Aaron Norris,\N
tt0116529,Hide and Seek,Su Friedrich,Su Friedrich; Cathy Nan Quinlan,Hide and Seek,Su Friedrich,\N
tt0116534,My Secret Cache,Shinobu Yaguchi,Shinobu Yaguchi; Takuji Suzuki,My Secret Cache,Shinobu Yaguchi,Takuji Suzuki; Shinobu Yaguchi
tt0116708,Joe's So Mean to Josephine,Peter Wellington,Peter Wellington,Joe's So Mean to Josephine,Peter Wellington,\N
tt0116843,White Night,Arnon Zadok,Shlomo Kfir; Arnon Zadok; Yoav Halevy; Yosh Halevi,White Night,Arnon Zadok,\N
tt0117161,Sleeping Man,Kōhei Oguri,Kōhei Oguri; Kiyoshi Kenmochi,Sleeping Man,Kōhei Oguri,\N
tt0117305,Passage to Paradise,Antonio Baiocco,Fabrizio Bettelli; Fabrizio Bettelli; Antonio Baiocco; Antonio Baiocco,Gentle Into the Night,Antonio Baiocco,Antonio Baiocco
tt0117699,Sotto Voce,Mario Levin,Roberto Scheuer; Mario Levin,Sotto voce,Mario Levin,\N
tt0117826,Bordello of Blood,Gilbert Adler,Gilbert Adler; A L Katz; Bob Gale; Robert Zemeckis,Bordello of Blood,Gilbert Adler,Gilbert Adler
tt0117956,3,Christian De Sica,Giovanni Veronesi; Christian De Sica; Christian De Sica; Christian De Sica; Giovanni Veronesi; Giovanni Veronesi,3,Christian De Sica,Giovanni Veronesi; Christian De Sica
tt0118992,The Gods Must Be Daring,Michel Deville,Michel Deville; Rosalinde Deville,The Gods Must Be Daring,Michel Deville,\N
tt0119074,\N,\N,\N,\N,\N,\N
tt0119303,Home Alone 3,Raja Gosnell,John Hughes,Home Alone 3,Raja Gosnell,John Hughes
tt0119388,\N,\N,\N,Isana no umi,Kazuhiro Higaki,Kazuhiro Higaki
tt0119617,La Vie de Marianne,Benoît Jacquot,Pierre de Marivaux; Benoît Jacquot,\N,\N,\N
tt0119733,Murmur of Youth,Lin Cheng-sheng,So-ching Ko; Lin Cheng-sheng,Murmur of Youth,Lin Cheng-Sheng,\N
tt0119935,Preaching to the Perverted,Stuart Urban,Stuart Urban,Preaching to the Perverted,Stuart Urban,\N
tt0120142,The 6th Man,Randall Miller,Christopher Reed; Cynthia Carle; Don Rhymer,The 6th Man,Randall Miller,\N
tt0120692,Strike!,Sarah Kernochan,Sarah Kernochan,All I Wanna Do,Sarah Kernochan,Sarah Kernochan
tt0121473,Poor Chasers,Pai Ching-jui,Chang Yung-hsiang,A Pair of Silly Birds,\N,\N
tt0122367,\N,\N,\N,\N,\N,\N
tt0122864,Addicted to Love,Paul Thomas,Chad Randolph; Marc Cushman,\N,\N,\N
tt0123028,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa; Tsutomu Nakamura,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa
tt0123061,\N,\N,\N,\N,\N,\N
tt0123253,Journey to the Land of the Traveler,Bahman Kiarostami,\N,Journey to the Land of the Traveller,Bahman Kiarostami,Abbas Kiarostami
tt0123331,Going Astray,Khosrow Sinai,\N,Going Astray,Khosrow Sinai,Khosrow Sinai
tt0123385,Artemisia,Agnès Merlet,Agnès Merlet; Christine Miller; Agnès Merlet; Patrick Amos; Christine Miller,Artemisia,Agnès Merlet,Agnès Merlet
tt0123518,Blonde Fire,Bob Chinn,Jeffrey Fairbanks,\N,\N,\N
