tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0105901,Zoológico,Fernando Venturini,\N,\N,\N,\N,Zoológico,Fernando Venturini,\N,Zoológico,Fernando Venturini,\N
tt0106494,\N,\N,\N,\N,\N,\N,Bukfenc,Róbert Pajer,Marcel Pagnol; Róbert Pajer,IMDb ID Not found,\N,\N
tt0106664,The Dark Half,George A. Romero,George A. Romero,The Dark Half,George A. Romero,George A. Romero,The Dark Half,George A. Romero,Stephen King; George A. Romero,The Dark Half,George A. Romero,George A. Romero
tt0106796,Eight Hundred Leagues Down the Amazon,Luis Llosa,Jackson Barr; Laura Schiff,Eight Hundred Leagues Down the Amazon,Luis Llosa,\N,Eight Hundred Leagues Down the Amazon,Luis Llosa,\N,Eight Hundred Leagues Down the Amazon,Luis Llosa,Jackson Barr; Laura Schiff
tt0106983,Future Shock,Eric Parkinson; Oley Sassone; Matt Reeves,Oley Sassone; David DuBos; Eric Parkinson; Vivian Schilling; Matt Reeves; David DuBos,Future Shock,Matt Reeves,\N,Future Shock,Matt Reeves; Oley Sassone; Eric Parkinson,\N,Future Shock,Eric Parkinson; Matt Reeves; Oley Sassone,Eric Parkinson; Vivian Schilling; Matt Reeves; Oley Sassone; David DuBos
tt0107220,Inside Monkey Zetterland,Jefery Levy,Steve Antin,Inside Monkey Zetterland,Jefery Levy,Steve Antin,Inside Monkey Zetterland,Jefery Levy,\N,Inside Monkey Zetterland,Jefery Levy,Steve Antin
tt0107313,I want to go to America,Sergey Nikonenko,Yaroslav Filippov,\N,\N,\N,I want to go to America,Sergey Nikonenko,\N,I want to go to America,Sergey Nikonenko,Yaroslav Filippov
tt0107394,A Letter to L...,Romain Goupil,Romain Goupil,Q15918400,Romain Goupil,Romain Goupil,A Letter to L...,Romain Goupil,\N,A Letter to L...,Romain Goupil,Romain Goupil
tt0107434,Far from the Barbarians,Liria Bégéja,Liria Bégéja; Olivier Douyère; Philippe Barassat,Q3258654,Liria Bégéja,Liria Bégéja,Far from the Barbarians,Liria Bégéja,\N,Far from the Barbarians,Liria Bégéja,Philippe Barassat; Liria Bégéja; Olivier Douyère
tt0107572,Daughter of Darkness,Ivan Lai Kai-Ming,Book Gwai; Ivan Lai Kai-Ming,Daughter of Darkness,Kai-Ming Lai,\N,Daughter of Darkness,Kai-Ming Lai,Kai-Ming Lai,Daughter of Darkness,Ivan Lai Kai-Ming,Book Gwai; Ivan Lai Kai-Ming
tt0107949,Rescue Me,Arthur Allan Seidelman,Mike Snyder,Rescue Me,Arthur Allan Seidelman,Michael James Snyder,Rescue Me,Arthur Allan Seidelman,\N,Rescue Me,Arthur Allan Seidelman,Mike Snyder
tt0108468,Usureyuku kioku no nakade,Kazuyuki Shinoda,Kazuyuki Shinoda,Q11622141,Kazuyuki Shinoda,\N,Usureyuku kioku no nakade,Kazuyuki Shinoda,\N,Usureyuku kioku no nakade,Kazuyuki Shinoda,Kazuyuki Shinoda
tt0109271,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,\N,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks,Bigfoot: The Unforgettable Encounter,Corey Michael Eubanks,Corey Michael Eubanks
tt0109336,A Brilliant Disguise,Nick Vallelonga,Nick Vallelonga,Q132802392,\N,\N,A Brilliant Disguise,Nick Vallelonga,\N,A Brilliant Disguise,Nick Vallelonga,Nick Vallelonga
tt0109929,Grande petite,Sophie Fillières,\N,Grande Petite,Sophie Fillières,Sophie Fillières,Grande petite,Sophie Fillières,\N,Grande petite,Sophie Fillières,Sophie Fillières
tt0109974,Halb Wien,Victor Jaschke; Kenan Kiliç; Leopold Lummerstorfer; Hannelore Tiefenthaler,\N,\N,\N,\N,Halb Wien,Victor Jaschke; Kenan Kiliç; Leopold Lummerstorfer; Hannelore Tiefenthaler,\N,Halb Wien,Leopold Lummerstorfer; Hannelore Tiefenthaler; Victor Jaschke; Kenan Kiliç,\N
tt0110113,Im Schneeland,Stephan Settele,Stephan Settele,\N,\N,\N,Im Schneeland,Stephan Settele,\N,Im Schneeland,Stephan Settele,Stephan Settele
tt0110210,The Violin Player,Charles Van Damme,\N,The Violin Player,Charles Van Damme,Charles Van Damme,The Violin Player,Charles Van Damme,\N,The Violin Player,Charles Van Damme,\N
tt0110225,Lost Paradise,Markku Lehmuskallio; Anastasia Lapsui,Anastasia Lapsui; Markku Lehmuskallio,Q107585247,Markku Lehmuskallio,Markku Lehmuskallio; Anastasia Lapsui,Lost Paradise,Markku Lehmuskallio; Anastasia Lapsui,\N,Lost Paradise,Anastasia Lapsui; Markku Lehmuskallio,Anastasia Lapsui; Markku Lehmuskallio
tt0110323,A Hot Night,Atef El-Tayeb,Rafik El Saban; Bashir El Deek,Leila Sakhina,Atef El Tayeb,\N,A Hot Night,Atef El-Tayeb,\N,A Hot Night,Atef El-Tayeb,Bashir El Deek; Rafik El Saban; Mohamed Ashraf Al Qorashi
tt0110353,Lightning Jack,Simon Wincer,Paul Hogan,Lightning Jack,Simon Wincer,Paul Hogan,Lightning Jack,Simon Wincer,Paul Hogan,Lightning Jack,Simon Wincer,Paul Hogan
tt0111063,Oh! My Three Guys....,Derek Chiu,Raymond To Kwok-Wai,Oh! My Three Guys,Sung Kee Chiu,\N,Oh! My Three Guys....,Derek Chiu,\N,Oh! My Three Guys....,Derek Chiu,Raymond To Kwok-Wai
tt0111268,\N,\N,\N,\N,\N,\N,Spread the Word: The Persuasions Sing Acapella,Fred Parnes,\N,IMDb ID Not found,\N,\N
tt0111610,\N,\N,\N,\N,\N,\N,Die verlorene Sonnenwende,Bernd Mohr; Thomas Wagner,\N,IMDb ID Not found,\N,\N
tt0111626,The Rascal,Sven Methling,Jørgen Kastrup; Peter Bay,Vildbassen,Sven Methling,Peter Bay,Vildbassen,Sven Methling,Torben Nielsen; Peter Bay; Jørgen Kastrup,The Rascal,Sven Methling,Peter Bay; Jørgen Kastrup
tt0111649,\N,\N,\N,\N,\N,\N,Végzetes esztendök,András Kisfaludy,\N,IMDb ID Not found,\N,\N
tt0111672,Watchers III,Jeremy Stanford,Michael Palmer,Watchers 3,Jeremy Stanford,Dean Koontz,Watchers III,Jeremy Stanford,Dean R. Koontz; Michael Palmer,Watchers III,Jeremy Stanford,Michael Palmer
tt0111812,Z-man's Kinder,Heidi Specogna,\N,\N,\N,\N,Z-man's Kinder,Heidi Specogna,\N,Z-man's Kinder,Heidi Specogna,\N
tt0112417,\N,\N,\N,\N,\N,\N,Aurelia,Christophe d'Hallivillée,Christophe d'Hallivillée,IMDb ID Not found,\N,\N
tt0112430,Babam Askerde,Handan İpekçi,Handan İpekçi,Babam Askerde,Handan İpekçi,\N,Babam Askerde,Handan İpekçi,\N,Babam Askerde,Handan İpekçi,Handan İpekçi
tt0113176,\N,\N,\N,\N,\N,\N,La gitana tropical,\N,\N,IMDb ID Not found,\N,\N
tt0113314,Hollow Reed,Angela Pope,Paula Milne,Hollow Reed,Angela Pope,Paula Milne,Hollow Reed,Angela Pope,Neville Bolt; Paula Milne,Hollow Reed,Angela Pope,Paula Milne
tt0113357,Human Prey,James Adam Tucker,James Adam Tucker,\N,\N,\N,Human Prey,James Adam Tucker,\N,Human Prey,James Adam Tucker,James Adam Tucker
tt0113490,The Journey of August King,John Duigan,John Ehle,The Journey of August King,John Duigan,John Ehle,The Journey of August King,John Duigan,John Ehle,The Journey of August King,John Duigan,John Ehle
tt0113630,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,Mickey Rooney,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,\N,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,\N,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,Mickey Rooney
tt0113632,\N,\N,\N,Legion of the Night,Matt Jaissle,\N,Legion of the Night,Matt Jaissle,\N,Legion of the Night,Matt Jaissle,Matt Jaissle
tt0113840,"Mother Dao, the Turtlelike",Vincent Monnikendam,Vincent Monnikendam,\N,\N,\N,"Mother Dao, the Turtlelike",Vincent Monnikendam,\N,"Mother Dao, the Turtlelike",Vincent Monnikendam,Vincent Monnikendam
tt0113876,\N,\N,\N,\N,\N,\N,Music Sounds,Boris Penth,\N,IMDb ID Not found,\N,\N
tt0114211,\N,\N,\N,\N,\N,\N,Qi qi shi lian,\N,\N,IMDb ID Not found,\N,\N
tt0114293,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff,Romancing Sara,Lawrence Lanoff,\N,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff,Romancing Sara,Lawrence Lanoff,Lawrence Lanoff
tt0114474,Small Faces,Gillies MacKinnon,Billy MacKinnon; Gillies MacKinnon,Small Faces,Gillies MacKinnon,William Mackinnon,Small Faces,Gillies MacKinnon,\N,Small Faces,Gillies MacKinnon,Gillies MacKinnon; Billy MacKinnon
tt0114485,All of Them Witches,Daniel Gruener,Gabriel González Meléndez; Daniel Gruener,All of Them Witches,Daniel Gruener,\N,All of them Witches,Daniel Gruener,Gabriel González Meléndez; Daniel Gruener,All of Them Witches,Daniel Gruener,Daniel Gruener
tt0114616,Tarantella,Helen De Michiel,Helen De Michiel; Richard Hoblock,Tarantella,Helen De Michiel,Helen De Michiel,Tarantella,Helen De Michiel,\N,Tarantella,Helen De Michiel,Helen De Michiel; Richard Hoblock
tt0114709,Toy Story,John Lasseter,Alec Sokolow; Joel Cohen; Joss Whedon; Andrew Stanton,Toy Story,John Lasseter,John Lasseter; Joel Cohen; Joss Whedon; Pete Docter; Joe Ranft; Alec Sokolow; Andrew Stanton,Toy Story,John Lasseter,Joss Whedon; Andrew Stanton; Joel Cohen,Toy Story,John Lasseter,Alec Sokolow; Joel Cohen; Andrew Stanton; Joss Whedon
tt0114732,The Three Brothers,Bernard Campan; Didier Bourdon,Didier Bourdon; Bernard Campan; Michel Lengliney,The Three Brothers,Didier Bourdon; Bernard Campan,Didier Bourdon; Michel Lengliney; Bernard Campan,Les trois frères,Didier Bourdon; Bernard Campan,Didier Bourdon; Bernard Campan; Michel Lengliney,The Three Brothers,Bernard Campan; Didier Bourdon,Bernard Campan; Michel Lengliney; Didier Bourdon
tt0114775,A Summer in La Goulette,Férid Boughedir,Férid Boughedir,A Summer in La Goulette,Férid Boughedir,Férid Boughedir; Nouri Bouzid,A Summer in La Goulette,Férid Boughedir,Férid Boughedir; Nouri Bouzid,A Summer in La Goulette,Férid Boughedir,Hamouda Ben Halima; Férid Boughedir; Nouri Bouzid
tt0114883,\N,\N,\N,\N,\N,\N,Die Waffen der Götter,Manfred Christ; Harald Pokieser,\N,IMDb ID Not found,\N,\N
tt0115007,School Days,Chin Ao-Hsun,\N,School Days,Chu Yen-ping,\N,School Days,Chin Ao-Hsun,\N,School Days,Chin Ao-Hsun,\N
tt0115622,Scarred Memory,Ray Leung Ka-Hei,Wong Sa-Fai; Hsu Jen-Tu; Au Kin-Cheong; Steve Cheng Wai-Man; Ray Leung Ka-Hei,\N,\N,\N,Scarred Memory,Ray Leung Ka-Hei,\N,Scarred Memory,Ray Leung Ka-Hei,Au Kin-Cheong; Ray Leung Ka-Hei; Wong Sa-Fai; Hsu Jen-Tu
tt0115630,Baseball Girls,Lois Siegel,Lois Siegel,Baseball Girls,Lois Siegel,\N,Baseball Girls,Lois Siegel,\N,Baseball Girls,Lois Siegel,Lois Siegel
tt0116169,Edie & Pen,Matthew Irmas,Victoria Tennant,Edie & Pen,Matthew Irmas,Victoria Tennant,Edie & Pen,Matthew Irmas,Victoria Tennant,Edie & Pen,Matthew Irmas,Victoria Tennant
tt0116341,Forest Warrior,Aaron Norris,Galen Thompson; Ron Swanson,Forest Warrior,Aaron Norris,\N,Forest Warrior,Aaron Norris,Ron Swanson; Galen Thompson,Forest Warrior,Aaron Norris,Galen Thompson; Ron Swanson
tt0116529,Hide and Seek,Su Friedrich,Su Friedrich; Cathy Nan Quinlan,Hide and Seek,Su Friedrich,\N,Hide and Seek,Su Friedrich,\N,Hide and Seek,Su Friedrich,Su Friedrich; Cathy Nan Quinlan
tt0116534,My Secret Cache,Shinobu Yaguchi,Shinobu Yaguchi; Takuji Suzuki,My Secret Cache,Shinobu Yaguchi,Takuji Suzuki; Shinobu Yaguchi,My Secret Cache,Shinobu Yaguchi,\N,My Secret Cache,Shinobu Yaguchi,Takuji Suzuki; Shinobu Yaguchi
tt0116708,Joe's So Mean to Josephine,Peter Wellington,Peter Wellington,Joe's So Mean to Josephine,Peter Wellington,\N,Joe's So Mean to Josephine,Peter Wellington,\N,Joe's So Mean to Josephine,Peter Wellington,Peter Wellington
tt0116843,White Night,Arnon Zadok,Shlomo Kfir; Arnon Zadok; Yoav Halevy; Yosh Halevi,White Night,Arnon Zadok,\N,White Night,Arnon Zadok,\N,White Night,Arnon Zadok,Arnon Zadok; Yosh Halevi; Yoav Halevy
tt0117161,Sleeping Man,Kōhei Oguri,Kōhei Oguri; Kiyoshi Kenmochi,Sleeping Man,Kōhei Oguri,\N,Sleeping Man,Kōhei Oguri,\N,Sleeping Man,Kōhei Oguri,Kiyoshi Kenmochi; Kōhei Oguri
tt0117305,Passage to Paradise,Antonio Baiocco,Fabrizio Bettelli; Fabrizio Bettelli; Antonio Baiocco; Antonio Baiocco,Gentle Into the Night,Antonio Baiocco,Antonio Baiocco,Passage to Paradise,Antonio Baiocco,Antonio Baiocco; Fabrizio Bettelli,Passage to Paradise,Antonio Baiocco,Fabrizio Bettelli; Antonio Baiocco
tt0117699,Sotto Voce,Mario Levin,Roberto Scheuer; Mario Levin,Sotto voce,Mario Levin,\N,Sotto Voce,Mario Levin,Luis Gusmán; Mario Levin; Roberto Scheuer,Sotto Voce,Mario Levin,Mario Levin; Roberto Scheuer
tt0117826,Bordello of Blood,Gilbert Adler,Gilbert Adler; A L Katz; Bob Gale; Robert Zemeckis,Bordello of Blood,Gilbert Adler,Gilbert Adler,Bordello of Blood,Gilbert Adler,William M. Gaines; Bob Gale; Robert Zemeckis,Bordello of Blood,Gilbert Adler,Gilbert Adler; A L Katz
tt0117956,3,Christian De Sica,Giovanni Veronesi; Christian De Sica; Christian De Sica; Christian De Sica; Giovanni Veronesi; Giovanni Veronesi,3,Christian De Sica,Giovanni Veronesi; Christian De Sica,3,Christian De Sica,\N,3,Christian De Sica,Giovanni Veronesi; Christian De Sica
tt0118992,The Gods Must Be Daring,Michel Deville,Michel Deville; Rosalinde Deville,The Gods Must Be Daring,Michel Deville,\N,The Gods Must Be Daring,Michel Deville,\N,The Gods Must Be Daring,Michel Deville,Michel Deville; Rosalinde Deville
tt0119074,\N,\N,\N,\N,\N,\N,Es wird Regen geben - eine Begegnung in Patagonien,Sönke Hansen,\N,IMDb ID Not found,\N,\N
tt0119303,Home Alone 3,Raja Gosnell,John Hughes,Home Alone 3,Raja Gosnell,John Hughes,Home Alone 3,Raja Gosnell,John Hughes,Home Alone 3,Raja Gosnell,John Hughes
tt0119388,\N,\N,\N,Isana no umi,Kazuhiro Higaki,Kazuhiro Higaki,Isana no umi,Kazuhiro Higaki,\N,IMDb ID Not found,\N,\N
tt0119617,La Vie de Marianne,Benoît Jacquot,Pierre de Marivaux; Benoît Jacquot,\N,\N,\N,La Vie de Marianne,Benoît Jacquot,\N,La Vie de Marianne,Benoît Jacquot,Pierre de Marivaux; Benoît Jacquot
tt0119733,Murmur of Youth,Lin Cheng-sheng,So-ching Ko; Lin Cheng-sheng,Murmur of Youth,Lin Cheng-Sheng,\N,Murmur of Youth,Cheng-sheng Lin,So-ching Ko; Cheng-sheng Lin,Murmur of Youth,Lin Cheng-sheng,Lin Cheng-sheng; So-ching Ko
tt0119935,Preaching to the Perverted,Stuart Urban,Stuart Urban,Preaching to the Perverted,Stuart Urban,\N,Preaching to the Perverted,Stuart Urban,Stuart Urban,Preaching to the Perverted,Stuart Urban,Stuart Urban
tt0120142,The 6th Man,Randall Miller,Christopher Reed; Cynthia Carle; Don Rhymer,The 6th Man,Randall Miller,\N,The Sixth Man,Randall Miller,Christopher Reed; Cynthia Carle,The 6th Man,Randall Miller,Cynthia Carle; Don Rhymer; Christopher Reed
tt0120692,Strike!,Sarah Kernochan,Sarah Kernochan,All I Wanna Do,Sarah Kernochan,Sarah Kernochan,Strike!,Sarah Kernochan,Sarah Kernochan,Strike!,Sarah Kernochan,Sarah Kernochan
tt0121473,Poor Chasers,Pai Ching-jui,Chang Yung-hsiang,A Pair of Silly Birds,\N,\N,Poor Chasers,Pai Ching-jui,\N,Poor Chasers,Pai Ching-jui,Chang Yung-hsiang
tt0122367,\N,\N,\N,\N,\N,\N,585 Kiloherz,Heiko Schier,Heiko Schier,IMDb ID Not found,\N,\N
tt0122864,Addicted to Love,Paul Thomas,Chad Randolph; Marc Cushman,\N,\N,\N,Addicted to Love,Paul Thomas,\N,IMDb ID Not found,\N,\N
tt0123028,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa; Tsutomu Nakamura,The Betrayal,Tokuzō Tanaka,Seiji Hoshikawa,The Betrayal,Tokuzō Tanaka,\N,The Betrayal,Tokuzō Tanaka,Tsutomu Nakamura; Seiji Hoshikawa
tt0123061,\N,\N,\N,\N,\N,\N,C - Et hjørne af Danmark,Theodor Christensen,\N,IMDb ID Not found,\N,\N
tt0123253,Journey to the Land of the Traveler,Bahman Kiarostami,\N,Journey to the Land of the Traveller,Bahman Kiarostami,Abbas Kiarostami,Journey to the Land of the Traveler,Bahman Kiarostami,\N,IMDb ID Not found,\N,\N
tt0123331,Going Astray,Khosrow Sinai,\N,Going Astray,Khosrow Sinai,Khosrow Sinai,Going Astray,Khosrow Sinai,Khosrow Sinai,Going Astray,Khosrow Sinai,\N
tt0123385,Artemisia,Agnès Merlet,Agnès Merlet; Christine Miller; Agnès Merlet; Patrick Amos; Christine Miller,Artemisia,Agnès Merlet,Agnès Merlet,Artemisia,Agnès Merlet,Patrick Amos; Agnès Merlet; Christine Miller,Artemisia,Agnès Merlet,Agnès Merlet; Patrick Amos; Christine Miller
tt0123518,Blonde Fire,Bob Chinn,Jeffrey Fairbanks,\N,\N,\N,Blonde Fire,Bob Chinn,\N,Blonde Fire,Bob Chinn,Jeffrey Fairbanks
tt0123558,\N,\N,\N,\N,\N,\N,Bottom Busters,\N,\N,IMDb ID Not found,\N,\N
tt0123625,Campus Girls,Richard D'Antoni,Lawrence Mayer,\N,\N,\N,Campus Girls,Richard D'Antoni,\N,Campus Girls,Richard D'Antoni,Lawrence Mayer
tt0123711,Come with Me My Love,Doris Wishman,Doris Wishman; Bran Toulose,\N,\N,\N,Come with Me My Love,Doris Wishman; C. Davis Smith,Bran Toulose; Doris Wishman,Come with Me My Love,Doris Wishman,Doris Wishman
tt0123964,Life,Ted Demme,Robert Ramsey; Matthew Stone,Life,Ted Demme,\N,Life,Ted Demme,Robert Ramsey; Matthew Stone,Life,Ted Demme,Robert Ramsey; Matthew Stone
tt0124104,Mr. Aiello,Paul Tana,Tony Nardi; Bruno Ramirez; Paul Tana,Mr. Aiello,Paul Tana,\N,Mr. Aiello,Paul Tana,\N,Mr. Aiello,Paul Tana,Tony Nardi; Paul Tana; Bruno Ramirez
tt0124928,Wienerbarnet,Arne Weel,Fleming Lynge; Svend Rindom,Q12341537,Arne Weel,Sam Ask; Svend Rindom; Fleming Lynge,Wienerbarnet,Arne Weel,Fleming Lynge; Svend Rindom,Wienerbarnet,Arne Weel,Svend Rindom; Fleming Lynge
tt0125032,Cardboard Hotel,Sirus Alvand,\N,Hotel Carton,Sirus Alvand,Sirus Alvand; Ahmad Najafi,Cardboard Hotel,Sirus Alvand,\N,Cardboard Hotel,Sirus Alvand,\N
tt0125215,I'm No Virgin,\N,\N,\N,\N,\N,I'm No Virgin,\N,\N,I'm No Virgin,\N,\N
tt0125949,Best Enemies,David Baker,David Baker; Paul Davies,Niel Lynne,David Baker,\N,Best Enemies,David Baker,\N,Best Enemies,David Baker,Paul Davies; David Baker
tt0126031,\N,\N,\N,\N,\N,\N,Singur,Manole Marcus,\N,IMDb ID Not found,\N,\N
tt0126283,The End of War,Dragan Kresoja,Gordan Mihić,The End of the War,Dragan Kresoja,\N,The End of War,Dragan Kresoja,\N,The End of War,Dragan Kresoja,Gordan Mihić
tt0127072,Paprika,Joe D'Amato,\N,\N,\N,\N,Paprika,Joe D'Amato,\N,Paprika,Joe D'Amato,\N
tt0127136,Polymorph,J.R. Bookwalter,James L. Edwards; J.R. Bookwalter,Polymorph,J.R. Bookwalter,\N,Polymorph,J.R. Bookwalter,\N,Polymorph,J.R. Bookwalter,James L. Edwards
tt0127176,Psychedelic Sexualis,Albert Zugsmith,Albert Zugsmith,Psychedelic Sexualis,Albert Zugsmith,\N,Psychedelic Sexualis,Albert Zugsmith,Albert Zugsmith; Richard von Krafft-Ebing,Psychedelic Sexualis,Albert Zugsmith,Albert Zugsmith
tt0127575,Girl in Trouble,Brandon Chase,Brandon Chase; Anthony Naylor,Girl in Trouble,\N,\N,Girl in Trouble,Brandon Chase,\N,Girl in Trouble,Brandon Chase,Anthony Naylor; Brandon Chase
tt0127874,The Sexaholic,Richard Goodman,Richard Goodman,\N,\N,\N,The Sexaholic,Richard Goodman,\N,IMDb ID Not found,\N,\N
tt0128066,\N,\N,\N,\N,\N,\N,Bagged,Kelly Lawman,\N,IMDb ID Not found,\N,\N
tt0128187,\N,\N,\N,\N,\N,\N,A Entrega do Contratorpedeiro 'Douro' ao Governo,Salazar Dinis,\N,IMDb ID Not found,\N,\N
tt0128417,\N,\N,\N,\N,\N,\N,Praia do Sol,Manuel Luís Vieira,\N,\N,\N,\N
tt0128611,Stiff Competition,Paul Vatelli,Paul Vatelli; Steve H. Mehoff; Colin De Jacques,\N,\N,\N,Stiff Competition,Paul Vatelli,\N,Stiff Competition,Paul Vatelli,Colin De Jacques; Paul Vatelli; Steve H. Mehoff
tt0128966,Black Mirror,Pierre-Alain Jolivet,Pierre-Alain Jolivet; Jean-Claude Carrière; Arthur Samuels; Jean Genet; Jean Genet,Black Mirror,Pierre-Alain Jolivet,\N,Black Mirror,Pierre-Alain Jolivet,Jean-Claude Carrière; Jean Genet; Pierre-Alain Jolivet,Black Mirror,Pierre-Alain Jolivet,Jean-Claude Carrière; Jean Genet; Pierre-Alain Jolivet; Arthur Samuels
tt0129170,\N,\N,\N,\N,\N,\N,O Jardim Zoológico de Lisboa,Fernando Carneiro Mendes,\N,IMDb ID Not found,\N,\N
tt0129273,The Olsen Gang,Knut Bohwim,Erik Balling; Henning Bahs,Olsenbanden,Knut Bohwim,Henning Bahs; Q1254876,Olsen-banden,Knut Bohwim,Erik Balling; Henning Bahs,The Olsen Gang,Knut Bohwim,Erik Balling; Henning Bahs
tt0129352,\N,\N,\N,\N,\N,\N,O Sanatório do Outão,\N,\N,IMDb ID Not found,\N,\N
tt0129993,The Sky-blue Evening Dress,Erich Engels,\N,\N,\N,\N,The Sky-blue Evening Dress,Erich Engels,\N,The Sky-blue Evening Dress,Erich Engels,\N
tt0130259,\N,\N,\N,\N,\N,\N,Sinfonia de Cristal,\N,\N,IMDb ID Not found,\N,\N
tt0130331,Under den gamle Fane,Olaf Fønss,Richard Lund,Q12340236,Olaf Fønss,Richard Lund,Under den gamle fane,Olaf Fønss,Richard Lund,Under den gamle Fane,Olaf Fønss,Richard Lund
tt0130619,\N,\N,\N,\N,\N,\N,O Dia da Dona de Casa,Aníbal Contreiras,\N,IMDb ID Not found,\N,\N
tt0130713,\N,\N,\N,\N,\N,\N,Os Funerais do Arcebispo de Braga,\N,\N,IMDb ID Not found,\N,\N
tt0130730,The Lighthouse Keepers,Jean Grémillon,Jacques Feyder,The Lighthouse Keepers,Jean Grémillon,Jacques Feyder,The Lighthouse Keepers,Jean Grémillon,\N,The Lighthouse Keepers,Jean Grémillon,Jacques Feyder
tt0130735,Gesche's Poison,Walburg von Waldenfels,Walburg von Waldenfels; Christian Frosch,\N,\N,\N,Gesche's Poison,Walburg von Waldenfels,\N,Gesche's Poison,Walburg von Waldenfels,Christian Frosch; Walburg von Waldenfels
tt0130757,The Harpist,Hansjörg Thurn,\N,The Harpist,Hansjörg Thurn,\N,The Harpist,Hansjörg Thurn,\N,The Harpist,Hansjörg Thurn,\N
tt0130971,The Long Winter,Michel Brault,Michel Brault,The Long Winter,Michel Brault,Michel Brault,The Long Winter,Michel Brault,\N,The Long Winter,Michel Brault,Michel Brault
tt0130996,The Satan Killer,Steve Sayre,Edward Benton; James Brandauer,The Satan Killer,Steve Sayre,Eddie Benton,The Satan Killer,Steve Sayre,\N,The Satan Killer,Steve Sayre,James Brandauer; Edward Benton
tt0131775,\N,\N,\N,\N,\N,\N,"Angels Bi Day, Devils Bi Night",Lynn Ray,\N,IMDb ID Not found,\N,\N
tt0131880,\N,\N,\N,\N,\N,\N,Backdoor Adventures of Hanzel and Gretal,\N,\N,IMDb ID Not found,\N,\N
tt0131978,Blood Orgy of the Leather Girls,Meredith Lucas,Sarah Dicken; Meredith Lucas,Blood Orgy of the Leather Girls,\N,\N,Blood Orgy of the Leather Girls,Meredith Lucas,\N,Blood Orgy of the Leather Girls,Meredith Lucas,Meredith Lucas; Sarah Dicken
tt0132051,\N,\N,\N,\N,\N,\N,Con fesse anal,\N,\N,IMDb ID Not found,\N,\N
tt0132062,\N,\N,\N,\N,\N,\N,Corte Inglês,\N,\N,IMDb ID Not found,\N,\N
tt0132204,Hatschipuh,Ulrich König,Franz Marischka; Leon Pulwer; Ulrich König,Hatschipuh,Ulrich König,\N,Hatschipuh,Ulrich König,\N,Hatschipuh,Ulrich König,Franz Marischka; Leon Pulwer; Ulrich König
tt0132455,Pérola do Atlântico,Heinrich Gartner; Mota da Costa,\N,\N,\N,\N,Pérola do Atlântico,Heinrich Gartner; Mota da Costa,\N,Pérola do Atlântico,Mota da Costa; Heinrich Gartner,\N
tt0132662,Stargames,Greydon Clark,Greydon Clark; David Reskin,Star Games,Greydon Clark,\N,Stargames,Greydon Clark,David Reskin; Greydon Clark,Stargames,Greydon Clark,David Reskin; Greydon Clark
tt0132878,\N,\N,\N,\N,\N,\N,Bizarre Life of Dominas,\N,\N,IMDb ID Not found,\N,\N
tt0133709,The Debt,Manuel José Álvarez; Nicolás Buenaventura,\N,The Debt,Manuel José Álvarez; Nicolás Buenaventura,\N,La deuda,Nicolás Buenaventura; Manuel José Álvarez,Nicolás Buenaventura,The Debt,Manuel José Álvarez; Nicolás Buenaventura,\N
tt0133752,Fallen Arches,Ron Cosentino,Ron Cosentino,Fallen Arches,Ron Cosentino,\N,Fallen Arches,Ron Cosentino,\N,Fallen Arches,Ron Cosentino,Ron Cosentino
tt0133890,\N,\N,\N,\N,\N,\N,Karen's B&D Phone Sex,Bill Majors,\N,IMDb ID Not found,\N,\N
tt0134662,The bitter fruit,Arthur Gregor; José López Rubio,Salvador de Alberich; Tono,Q140106558,\N,\N,The bitter fruit,José López Rubio; Arthur Gregor,\N,The bitter fruit,Arthur Gregor; José López Rubio,Tono; Salvador de Alberich
tt0134803,\N,\N,\N,Madhubala,\N,\N,Madhubala,Prahlad Dutt,\N,IMDb ID Not found,\N,\N
tt0134929,Raw Talent,Larry Revene,Joyce Snyder,Raw Talent,Larry Revene,\N,Raw Talent,Larry Revene,\N,Raw Talent,Larry Revene,Joyce Snyder
tt0135131,\N,\N,\N,\N,\N,\N,O ahristos tis koinonias,Andreas Kontogiannis; Nasos Oikonomopoulos,Stavros Hatzopoulos,IMDb ID Not found,\N,\N
tt0135370,\N,\N,\N,\N,\N,\N,Debbie Does Hawaii,Jason Williams,Jason Williams,IMDb ID Not found,\N,\N
