tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0181641,Köyde Bir Kız Sevdim,Türker İnanoğlu,M.Çetinkaya,Köyde Bir Kız Sevdim,Türker İnanoğlu,\N,Köyde Bir Kız Sevdim,Türker İnanoğlu,\N,Köyde Bir Kız Sevdim,Türker İnanoğlu,M.Çetinkaya
tt0182358,La parte più appetitosa del maschio,Lorenzo Magnolia,Giovanni Simonelli,\N,\N,\N,La parte più appetitosa del maschio,Lorenzo Magnolia,\N,La parte più appetitosa del maschio,Lorenzo Magnolia,Giovanni Simonelli
tt0182793,Bırakın Yaşasınlar,Melih Gülgen,Melih Gülgen,Birakin Yasasinlar,\N,\N,Bırakın Yaşasınlar,Melih Gülgen,\N,Bırakın Yaşasınlar,Melih Gülgen,Melih Gülgen
tt0183306,Jinnah,Jamil Dehlavi,Akbar Ahmed; Jamil Dehlavi,Jinnah,Jamil Dehlavi,Akbar S. Ahmed,Jinnah,Jamil Dehlavi,Akbar Ahmed; Jamil Dehlavi; Farrukh Dhondy,Jinnah,Jamil Dehlavi,Jamil Dehlavi; Akbar Ahmed
tt0184537,The Goddess of Mercy,Lim Won-Sik; Shin Sang-ok,\N,The Goddess of Mercy,Shin Sang-ok; Lim Won-sick,Wong Lau-Chiu,The Goddess of Mercy,Lim Won-Sik; Shin Sang-ok,\N,The Goddess of Mercy,Shin Sang-ok; Lim Won-Sik,\N
tt0185439,Love Is Thicker Than Wine,Joseph Kuo; Li Han-Hsiang,Liu Chang-po; Liu Chang-po,\N,\N,\N,Love Is Thicker Than Wine,Joseph Kuo; Li Han-Hsiang,\N,Love Is Thicker Than Wine,Joseph Kuo; Li Han-Hsiang,Liu Chang-po
tt0185852,Alaaddin'in Lambası,Natuk Baytan,Natuk Baytan,Q97210864,Natuk Baytan,\N,Alaaddin'in Lambası,Natuk Baytan,\N,Alaaddin'in Lambası,Natuk Baytan,Natuk Baytan
tt0187583,\N,\N,\N,Vidas Solidárias,Moacir Fenelon,\N,Vidas Solidárias,Moacyr Fenelon,Moacyr Fenelon; Paulo Machado; Arnaldo de Farias,IMDb ID Not found,\N,\N
tt0187591,\N,\N,\N,\N,\N,\N,Wayfarer,Torben Skjødt Jensen,\N,IMDb ID Not found,\N,\N
tt0187708,\N,\N,\N,\N,\N,\N,Bai mu mi zong zhang,Zhigang Feng,\N,IMDb ID Not found,\N,\N
tt0187712,Beefcake,Thom Fitzgerald,Thom Fitzgerald,Beefcake,Thom Fitzgerald,Thom Fitzgerald,Beefcake,Thom Fitzgerald,Thom Fitzgerald; Valentine Hooven,Beefcake,Thom Fitzgerald,Thom Fitzgerald
tt0189091,Siempre te amaré,Leo Fleider,Jorge Falcón; Leo Fleider,Q18590676,Leo Fleider,\N,Siempre te amaré,Leo Fleider,\N,Siempre te amaré,Leo Fleider,Jorge Falcón; Leo Fleider
tt0189429,\N,\N,\N,\N,\N,\N,Clarice,Sean Kirby,\N,IMDb ID Not found,\N,\N
tt0189896,Partners in Crime,Jim Travis,\N,\N,\N,\N,Partners in Crime,Jim Travis,\N,IMDb ID Not found,\N,\N
tt0191437,She's So Fine!,Henri Pachard,Dick Thomas; Dick Thomas,\N,\N,\N,She's So Fine!,Henri Pachard,\N,She's So Fine!,Henri Pachard,Dick Thomas
tt0192086,The Drop Of Blood,Jean Epstein; Maurice Mariaud,\N,Q63271213,Maurice Mariaud; Jean Epstein,\N,The Drop Of Blood,Jean Epstein; Maurice Mariaud,\N,The Drop Of Blood,Jean Epstein; Maurice Mariaud,\N
tt0192612,"Simão, o Fantasma Trapalhão",Paulo Aragão,Renato Aragão; Renato Aragão,"Simão, o Fantasma Trapalhão",\N,\N,"Simão, o Fantasma Trapalhão",Paulo Aragão,\N,"Simão, o Fantasma Trapalhão",Paulo Aragão,Renato Aragão
tt0194557,\N,\N,\N,\N,\N,\N,Xia shi zhui ming ke,Tseng-Chai Chang,\N,IMDb ID Not found,\N,\N
tt0196155,\N,\N,\N,\N,\N,\N,Thousands of Miles,Derek Lebrero,Derek Lebrero,IMDb ID Not found,\N,\N
tt0196220,"The Wonder of the Snowshoe, 2. Part - A Fox Hunt on Skis through the Engadine",Arnold Fanck,\N,Fuchsjagd auf Skiern durchs Engadien,Arnold Fanck,Arnold Fanck,"The Wonder of the Snowshoe, 2. Part - A Fox Hunt on Skis through the Engadine",Arnold Fanck,\N,"The Wonder of the Snowshoe, 2. Part - A Fox Hunt on Skis through the Engadine",Arnold Fanck,\N
tt0196793,\N,\N,\N,\N,\N,\N,Night Wings,Demetrios Tsoulos,Demetrios Tsoulos,IMDb ID Not found,\N,\N
tt0197047,\N,\N,\N,\N,\N,\N,Tonight,\N,\N,IMDb ID Not found,\N,\N
tt0197121,"À nous deux, madame la vie",René Guissart; Yves Mirande,\N,Q3576851,Yves Mirande; René Guissart,Yves Mirande,"À nous deux, madame la vie",René Guissart; Yves Mirande,\N,"À nous deux, madame la vie",Yves Mirande; René Guissart,\N
tt0197661,\N,\N,\N,\N,\N,\N,The Man Who Fell in Love with a Traffic Cone!,Andrew Hindle,Andrew Hindle,IMDb ID Not found,\N,\N
tt0197811,The Rebel,Adelqui Migliar,\N,The Rebel,Adelqui Migliar Icardi,\N,The Rebel,Adelqui Migliar,\N,The Rebel,Adelqui Migliar,\N
tt0199517,Campaign in Poland,Fritz Hippler,\N,Feldzug in Polen,Fritz Hippler,\N,Campaign in Poland,Fritz Hippler; Leni Riefenstahl,\N,Campaign in Poland,Fritz Hippler,\N
tt0201600,This Is My Home,João Pedro Rodrigues,João Pedro Rodrigues; Amândio Coroado,\N,\N,\N,This Is My Home,João Pedro Rodrigues,\N,This Is My Home,João Pedro Rodrigues,João Pedro Rodrigues; Amândio Coroado
tt0202101,What Price Honesty?,Patrick Yuen Ho-Chuen,Ni Kuang; Patrick Yuen Ho-Chuen,What Price Honesty?,\N,\N,What Price Honesty?,Patrick Yuen Ho-Chuen,\N,What Price Honesty?,Patrick Yuen Ho-Chuen,Ni Kuang; Patrick Yuen Ho-Chuen
tt0202130,Yepeto,Eduardo Calcagno,\N,Yepeto,Eduardo Calcagno,Roberto Cossa; Eduardo Calcagno,Yepeto,Eduardo Calcagno,\N,Yepeto,Eduardo Calcagno,\N
tt0202670,Szlachetna krew,Viktor Turov; Zygmunt Malanowicz,Zygmunt Malanowicz; Ilya Kashafutdinov; Viktor Turov,Q4129270,Zygmunt Malanowicz; Viktor Turov,Zygmunt Malanowicz; İlyä Käşafetdinef,Szlachetna krew,Viktor Turov; Zygmunt Malanowicz,\N,Szlachetna krew,Zygmunt Malanowicz; Viktor Turov,Zygmunt Malanowicz; Ilya Kashafutdinov; Viktor Turov
tt0203677,Sex and Life,Ryuichi Takamori,Ichirō Ikeda,Sex and Life,Ryūichi Takamori,Keiichirō Ryū,Sex and Life,Ryuichi Takamori,\N,Sex and Life,Ryuichi Takamori,Ichirō Ikeda
tt0205061,\N,\N,\N,\N,\N,\N,Feng qiu feng,Pingqian Li,\N,IMDb ID Not found,\N,\N
tt0205593,\N,\N,\N,\N,\N,\N,Zhi ai qin peng,Yu Huang; Sun-Fung Lee,Sun-Fung Lee; Zhaoxiong Li,IMDb ID Not found,\N,\N
tt0206380,A Woman of No Importance,Jean Choux,Charles Spaak,A Woman of No Importance,Jean Choux,Charles Spaak,A Woman of No Importance,Jean Choux,\N,A Woman of No Importance,Jean Choux,Charles Spaak
tt0206755,Folies anales,Alain Payet,\N,\N,\N,\N,Folies anales,Alain Payet,\N,IMDb ID Not found,\N,\N
tt0207495,\N,\N,\N,\N,\N,\N,"Gold, Glory and Custer",George Waggner,Gerald Drayson Adams,IMDb ID Not found,\N,\N
tt0208879,Cuba Dances,Julio García Espinosa,\N,\N,\N,\N,Cuba Dances,Julio García Espinosa,\N,Cuba Dances,Julio García Espinosa,\N
tt0210259,King of the Camargue,Jacques de Baroncelli,Henri Decoin,King of the Camargue,Jacques de Baroncelli,Henri Decoin,King of the Camargue,Jacques de Baroncelli,\N,King of the Camargue,Jacques de Baroncelli,Henri Decoin
tt0212014,Bunny and Clod,Robert A. Poore,\N,\N,\N,\N,Bunny and Clod,Robert A. Poore,\N,Bunny and Clod,Robert A. Poore,\N
tt0214984,Neeya?,Durai,\N,Neeya,Durai,P. Kalaimani,Neeya?,Durai,\N,Neeya?,Durai,\N
tt0215039,\N,\N,\N,\N,\N,\N,Past in Perspective,Adoor Gopalakrishnan,\N,IMDb ID Not found,\N,\N
tt0215719,Dinner and a Movie,Lisa Kors,Lisa Kors,\N,\N,\N,Dinner and a Movie,Lisa Kors,\N,Dinner and a Movie,Lisa Kors,Lisa Kors
tt0215987,Mera Karam Mera Dharam,Dulal Guha,Nabendu Ghosh; Raj Kumar Moitra,Mera Karam Mera Dharam,Dulal Guha,\N,Mera Karam Mera Dharam,Dulal Guha,Shafiq Ansari; Nabendu Ghosh; Raj Kumar Moitra,Mera Karam Mera Dharam,Dulal Guha,Shafiq Ansari; Nabendu Ghosh
tt0217460,\N,\N,\N,\N,\N,\N,Everything for Everybody,John Amero; Jack Bravman,John Amero; Jack Bravman,IMDb ID Not found,\N,\N
tt0219038,A Ghost of a Chance,Gorton Hall,Gorton Hall,\N,\N,\N,A Ghost of a Chance,Gorton Hall,\N,A Ghost of a Chance,Gorton Hall,Gorton Hall
tt0219646,Disco 9000,D'Urville Martin,Roland S. Jefferson,\N,\N,\N,Disco 9000,D'Urville Martin,\N,Disco 9000,D'Urville Martin,Roland S. Jefferson
tt0219785,The History of Pornography,Bob Chinn,\N,\N,\N,\N,The History of Pornography,Bob Chinn,\N,The History of Pornography,Bob Chinn,\N
tt0219856,\N,\N,\N,\N,\N,\N,Kinderen met een schisis,Hans Quatfass,\N,IMDb ID Not found,\N,\N
tt0224426,\N,\N,\N,"Yes or No, Jean-Guy Moreau",Michael Rubbo,\N,"Yes or No, Jean-Guy Moreau",Michael Rubbo,Michael Rubbo; Jean-Guy Moreau; Jacqueline Barrette,IMDb ID Not found,\N,\N
tt0225915,Guds børn,\N,\N,Q20495381,Claus Klok; Karsten Baagø,Claus Klok; Karsten Baagø,Guds børn,Karsten Baagø; Claus Klok,Claus Klok,Guds børn,\N,\N
tt0226752,Secret Book: Peeled Egg,Shōgorō Nishimura,Akane Shiratori,\N,\N,\N,Secret Book: Peeled Egg,Shōgorō Nishimura,\N,Secret Book: Peeled Egg,Shōgorō Nishimura,Akane Shiratori
tt0226993,Il lungo inverno,Ivo Barnabò Micheli,\N,Il lungo inverno,Ivo Barnabò Micheli,Ivo Barnabò Micheli,Il lungo inverno,Ivo Barnabò Micheli,\N,Il lungo inverno,Ivo Barnabò Micheli,\N
tt0230174,"You are in the EEC, Learn About the EEC",Dimis Dadiras,Giorgos Mylonas,"You are in The EEC, Go for The EEC",Dimis Dadiras,\N,"You are in the EEC, Learn About the EEC",Dimis Dadiras,\N,"You are in the EEC, Learn About the EEC",Dimis Dadiras,Giorgos Mylonas
tt0230406,Kaule,Rainer Bär,Rainer Bär,\N,\N,\N,Kaule,Rainer Bär,\N,Kaule,Rainer Bär,Rainer Bär
tt0230788,Siraj,Bhupen Hazarika,Bhupen Hazarika; Lakshmidhar Sarma,Siraj,Bhupen Hazarika,\N,Siraj,Bhupen Hazarika,\N,Siraj,Bhupen Hazarika,Bhupen Hazarika
tt0234669,Goodbye CP,Kazuo Hara,\N,Q140607455,Kazuo Hara,\N,Goodbye CP,Kazuo Hara,\N,Goodbye CP,Kazuo Hara,\N
tt0234732,\N,\N,\N,\N,\N,\N,Le silence des organes,Jean-Noël Cristiani,Jean-Noël Cristiani,IMDb ID Not found,\N,\N
tt0234772,Sonba Ane Roopba,\N,\N,\N,\N,\N,Sonba Ane Roopba,\N,\N,Sonba Ane Roopba,\N,\N
tt0236952,\N,\N,\N,\N,\N,\N,Adhipathi,Sibi Malayil,\N,IMDb ID Not found,\N,\N
tt0237463,\N,\N,\N,\N,\N,\N,Mischa,David Vaisbord,Andrew Gardner; David Vaisbord,IMDb ID Not found,\N,\N
tt0237475,Munda Bigra Jaey (A Boy Gone Astray),Shamim Ara,Dabeer ul Hassan,\N,\N,\N,Munda Bigra Jaey (A Boy Gone Astray),Shamim Ara,\N,Munda Bigra Jaey (A Boy Gone Astray),Shamim Ara,Dabeer ul Hassan
tt0237923,Wild Sex of the Children of the Night,Levi Salgado,Levi Salgado,\N,\N,\N,Wild Sex of the Children of the Night,Levi Salgado,\N,Wild Sex of the Children of the Night,Levi Salgado,Levi Salgado
tt0239501,\N,\N,\N,Janjirne Jankare,Harshadrai Sakerlal Mehta,\N,Janjir Ne Jankare,Harshadrai Sakerlal Mehta,Chimanlal Luhar; Champsi Udeshi,IMDb ID Not found,\N,\N
tt0239963,\N,\N,\N,Q108047649,Anne Lapied,\N,Les sentiers du petit bonheur,Anne Lapied; Erik Lapied,Anne Lapied; Erik Lapied,IMDb ID Not found,\N,\N
tt0240464,Dracula's Death,Károly Lajthay,Károly Lajthay; Michael Curtiz,Dracula's Death,Károly Lajthay,Károly Lajthay; Michael Curtiz,Dracula's Death,Károly Lajthay,\N,Dracula's Death,Károly Lajthay,Károly Lajthay; Michael Curtiz
tt0242503,\N,\N,\N,\N,\N,\N,Har Har Gange,Babubhai Mistry,\N,IMDb ID Not found,\N,\N
tt0242893,The Smut Peddler,William Rose,\N,\N,\N,\N,The Smut Peddler,William Rose,\N,The Smut Peddler,William Rose,\N
tt0244147,Interrupted Song,Nikoloz Sanishvili,Konstantine Lortkipanidze; Nikoloz Sanishvili; Albert Marenčin,Interrupted Song,Nikoloz Sanishvili; Frantisek Zácek,Albert Marenčin; Nikoloz Sanishvili; Konstantine Lortkipanidze,Interrupted Song,Nikoloz Sanishvili,\N,Interrupted Song,Nikoloz Sanishvili,Nikoloz Sanishvili; Konstantine Lortkipanidze; Albert Marenčin
tt0244416,\N,\N,\N,\N,\N,\N,Babel 78,Plume Latraverse,\N,IMDb ID Not found,\N,\N
tt0245027,The Bench,Per Fly,Kim Leona; Per Fly,The Bench,Per Fly,Per Fly; Kim Leona,Bænken,Per Fly,Kim Leona; Per Fly,The Bench,Per Fly,Kim Leona; Per Fly
tt0245852,Dakshayagnam,K. B. Nagabhushanam,Vyasa,Dakshayagnam,Kadaru Nagabhushanam,Aarudhra,Dakshayagnam,Kadaru Nagabhushanam,Arudra,Dakshayagnam,K. B. Nagabhushanam,Arudra; Vyasa Maharshi
tt0247495,\N,\N,\N,Mahatma Kabirdas,A. Narayanan,\N,Mahatma Kabirdas,Ananthanarayanan Narayan,\N,IMDb ID Not found,\N,\N
tt0249108,\N,\N,\N,\N,\N,\N,The Recruit,Graham Baker,\N,IMDb ID Not found,\N,\N
tt0249420,La buscona,Emilio Gómez Muriel,Alfredo Ruanova,La Buscona,Emilio Gómez Muriel,\N,La buscona,Emilio Gómez Muriel,\N,La buscona,Emilio Gómez Muriel,Alfredo Ruanova
tt0249845,No te dejaré nunca,Francisco Elías,\N,I Will Never Leave You,Francisco Elías Riquelme,\N,No te dejaré nunca,Francisco Elías,\N,No te dejaré nunca,Francisco Elías,\N
tt0251649,\N,\N,\N,\N,\N,\N,The Cuban Missile Crisis: 1962,\N,\N,IMDb ID Not found,\N,\N
tt0252202,Afigisi/Peripeteia/Glossa/Siopi,\N,\N,Narration/Aventure/Langage/Silence,María Gavalá,\N,Afigisi/Peripeteia/Glossa/Siopi,\N,\N,Afigisi/Peripeteia/Glossa/Siopi,\N,\N
tt0252882,\N,\N,\N,L'anello di Siva,Augusto Genina,Augusto Genina,L'anello di Siva,Augusto Genina,\N,IMDb ID Not found,\N,\N
tt0253143,İnek Şaban,Osman F. Seden,Osman F. Seden,İnek Şaban,Osman F. Seden,\N,İnek Şaban,Osman F. Seden,\N,İnek Şaban,Osman F. Seden,Osman F. Seden
tt0253873,Utharam,V. K. Pavithran,M T Vasudevan Nair,Utharam,V. K. Pavithran,M. T. Vasudevan Nair,Utharam,V.K. Pavithran,M.T. Vasudevan Nair; Daphne Du Maurier,Utharam,V. K. Pavithran,M T Vasudevan Nair
tt0254099,The Anniversary Party,Alan Cumming; Jennifer Jason Leigh,Jennifer Jason Leigh; Alan Cumming,The Anniversary Party,Jennifer Jason Leigh; Alan Cumming,Jennifer Jason Leigh; Alan Cumming,The Anniversary Party,Alan Cumming; Jennifer Jason Leigh,Jennifer Jason Leigh; Alan Cumming,The Anniversary Party,Alan Cumming; Jennifer Jason Leigh,Alan Cumming; Jennifer Jason Leigh
tt0255204,\N,\N,\N,\N,\N,\N,Grihapravesham,L.V. Prasad,Tripuraneni Gopichand,IMDb ID Not found,\N,\N
tt0255583,\N,\N,\N,\N,\N,\N,Secret Network,Jean-Claude Roy,\N,IMDb ID Not found,\N,\N
tt0255641,Thalavattam,Priyadarshan,Priyadarshan; Nedumudi Venu,Thalavattam,Priyadarshan,Nedumudi Venu,Thalavattam,Priyadarshan,\N,Thalavattam,Priyadarshan,Priyadarshan
tt0256164,\N,\N,\N,Macha Rekai,P. Pullaiah,\N,Macha Rekai,P. Pullaiah,\N,IMDb ID Not found,\N,\N
tt0257459,Bruma Seca,Mário Brasini; Mario Civelli,Carlos Coimbra; Mario Civelli; Mário Brasini,Bruma Seca,Mario Civelli,\N,Bruma Seca,Mário Brasini; Mario Civelli,\N,Bruma Seca,Mario Civelli; Mário Brasini,Carlos Coimbra; Mario Civelli; Mário Brasini
tt0258227,Sundara Kanda,K Raghavendra Rao,K Raghavendra Rao,Sundarakanda,K. Raghavendra Rao,K. Raghavendra Rao,Sundara Kanda,K Raghavendra Rao,\N,Sundara Kanda,K Raghavendra Rao,K Raghavendra Rao
tt0258251,Tierra sangrienta,Rafael Portillo,\N,\N,\N,\N,Tierra sangrienta,Rafael Portillo,José Castro; Fernando Osés,Tierra sangrienta,Rafael Portillo,\N
tt0259496,\N,\N,\N,Pelli Kanuka,Kodi Ramakrishna,Posani Krishna Murali,Pelli Kanuka,Kodi Ramakrishna,\N,IMDb ID Not found,\N,\N
tt0261552,The Foul King,Kim Jee-woon,Kim Dae-woo; Kim Jee-woon,The Foul King,Kim Ji-woon,Kim Ji-woon,The Foul King,Kim Jee-woon,\N,The Foul King,Kim Jee-woon,Kim Dae-woo; Kim Jee-woon
tt0263099,Bangaru Babu,V. B. Rajendra Prasad,\N,Bangaru Babu,V. B. Rajendra Prasad,Aathreya,Bangaru Babu,V. B. Rajendra Prasad,\N,Bangaru Babu,V. B. Rajendra Prasad,\N
tt0265542,Uprising Square,Boris Tokarev,Boris Tokarev,Q131553147,Boris Tokarev,Boris Tokarev; Yuri Yakovlev,Uprising Square,Boris Tokarev,\N,Uprising Square,Boris Tokarev,Boris Tokarev
tt0265586,Bounce,Nikolai Maletsky,Yuri Vizbor,Q85999221,Mykola Maletsky,Yuri Vizbor,Bounce,Nikolai Maletsky,\N,Bounce,Nikolai Maletsky,Yuri Vizbor
tt0266711,Wild Criminal,HIDE,Takeshi Saito,\N,\N,\N,Wild Criminal,HIDE,\N,Wild Criminal,HIDE,Takeshi Saito
tt0267274,\N,\N,\N,\N,\N,\N,"Architektuur, kunst der ruimte",Paul Haesaerts,\N,IMDb ID Not found,\N,\N
tt0267951,Sringara Masa,Pattabhirama Reddy,\N,\N,\N,\N,Sringara Masa,Pattabhirama Reddy,\N,Sringara Masa,Pattabhirama Reddy,\N
tt0269883,Solo y conmigo,Carlos Lozano Dana,Carlos Lozano Dana,Q47211535,Carlos Lozano Dana,\N,Solo y conmigo,Carlos Lozano Dana,\N,Solo y conmigo,Carlos Lozano Dana,Carlos Lozano Dana
tt0269986,The Devil's Hole,Richard Lavoie,\N,The Devil's Hole,\N,\N,The Devil's Hole,Richard Lavoie,\N,The Devil's Hole,Richard Lavoie,\N
tt0271597,Kobbari Bondam,Katragadda Raviteja,S.V. Krishna Reddy,Kobbari Bondam,S. V. Krishna Reddy,S. V. Krishna Reddy,Kobbari Bondam,Katragadda Raviteja,\N,Kobbari Bondam,Katragadda Raviteja,S.V. Krishna Reddy
tt0272321,The Shout,Fehmi Hoshafi,\N,Thirrja,Fehmi Hoshafi,\N,The Shout,Fehmi Hoshafi,\N,The Shout,Fehmi Hoshafi,\N
tt0276295,Love After School,\N,\N,\N,\N,\N,Love After School,\N,\N,IMDb ID Not found,\N,\N
tt0279866,History of a Scoundrel,Julio Bracho,Julio Bracho; José María Fernández Unsáin,History of a Scoundrel,Julio Bracho,José María Fernández Unsáin; Federico Sodi Romero; Julio Bracho,History of a Scoundrel,Julio Bracho,\N,History of a Scoundrel,Julio Bracho,Julio Bracho; José María Fernández Unsáin
tt0279903,Kınalı Yapıncak,Orhan Aksoy,\N,Kinali Yapincak,Orhan Aksoy,Bülent Oran,Kınalı Yapıncak,Orhan Aksoy,\N,Kınalı Yapıncak,Orhan Aksoy,Bülent Oran
tt0281160,\N,\N,\N,\N,\N,\N,Salaheddine el Ayubbi,Ibrahim Lama,\N,IMDb ID Not found,\N,\N
tt0281200,\N,\N,\N,\N,\N,\N,Situation du théâtre au Québec,Jacques Gagné,Jacques Gagné,IMDb ID Not found,\N,\N
tt0283027,The Pool,Boris von Sychowski,Lorenz Stassen,Swimming Pool,Boris von Sychowski,Lorenz Stassen,The Pool,Boris von Sychowski,Lorenz Stassen; Boris von Sychowski; Andreas Bütow,The Pool,Boris von Sychowski,Lorenz Stassen
tt0287449,Les frères Gravet,René Féret,\N,Q3232816,René Féret,\N,Les frères Gravet,René Féret,\N,Les frères Gravet,René Féret,\N
tt0287540,The Delicious Seafood,Pauline Brunius,Pauline Brunius; Lars Tessing,Q10467387,Pauline Brunius,Lars Tessing,The Delicious Seafood,Pauline Brunius,\N,The Delicious Seafood,Pauline Brunius,Lars Tessing; Pauline Brunius
tt0288863,Veinticuatro horas de vida,Arturo Martínez,\N,\N,\N,\N,Veinticuatro horas de vida,Arturo Martínez,\N,Veinticuatro horas de vida,Arturo Martínez,\N
tt0291888,Enikkum oru Divasam,Sreekumaran Thampi,Sreekumaran Thampi,Enikkum Oru Divasam,Sreekumaran Thampi,Sreekumaran Thampi,Enikkum oru Divasam,Sreekumaran Thampi,\N,Enikkum oru Divasam,Sreekumaran Thampi,Sreekumaran Thampi
tt0295428,Mataron a Venancio Flores,Juan Carlos Rodríguez Castro,Héctor Manuel Vidal; Juan Carlos Rodríguez Castro,\N,\N,\N,Mataron a Venancio Flores,Juan Carlos Rodríguez Castro,\N,Mataron a Venancio Flores,Juan Carlos Rodríguez Castro,Héctor Manuel Vidal; Juan Carlos Rodríguez Castro
tt0298210,\N,\N,\N,\N,\N,\N,Virgins,Glenn Mobley,Glenn Mobley; Tom Rule,IMDb ID Not found,\N,\N
tt0301348,Der Glanz von Berlin,Judith Keil; Antje Kruska,Judith Keil; Antje Kruska,\N,\N,\N,Der Glanz von Berlin,Judith Keil; Antje Kruska,\N,Der Glanz von Berlin,Judith Keil; Antje Kruska,Judith Keil; Antje Kruska
tt0302801,\N,\N,\N,Q33550357,Carl Weismann; Jørgen Roos,Carl Weismann; Jørgen Roos,Mikkel,Jørgen Roos; Carl Weismann,Jørgen Roos; Carl Weismann,IMDb ID Not found,\N,\N
tt0304901,A Village Tale,\N,\N,\N,\N,\N,A Village Tale,\N,\N,A Village Tale,\N,\N
tt0304981,Death Toll,Feyzi Tuna; Cevat Şahiner,\N,\N,\N,\N,Death Toll,Feyzi Tuna; Cevat Şahiner,\N,Death Toll,Cevat Şahiner; Feyzi Tuna,\N
tt0306079,Minor Mishaps,Annette K. Olesen,Kim Fupz Aakeson,Minor Mishaps,Annette K. Olesen,Kim Fupz Aakeson,Minor Mishaps,Annette K. Olesen,\N,Minor Mishaps,Annette K. Olesen,Kim Fupz Aakeson
tt0307297,\N,\N,\N,\N,\N,\N,Otte hundrede akkorder,\N,\N,IMDb ID Not found,\N,\N
tt0308503,La Ley Del Monte,Alberto Mariscal,Rafael García Travesí,La ley del monte,Alberto Mariscal,\N,La ley del monte,Alberto Mariscal,Pedro Antonio de Alarcón; Rafael García Travesi,La Ley Del Monte,Alberto Mariscal,Rafael García Travesí
tt0311360,\N,\N,\N,\N,\N,\N,Jeojeun pul jeojeun ip,Jeong-su Lim,\N,IMDb ID Not found,\N,\N
tt0311790,\N,\N,\N,\N,\N,\N,Shijibganeun nal,Eung-cheon Kim,Yeong-jin Oh,IMDb ID Not found,\N,\N
tt0312957,Cradle of the World,\N,\N,Q18244308,"Prince Wilhelm, Duke of Södermanland",\N,Cradle of the World,\N,\N,Cradle of the World,\N,\N
tt0313962,Audacity,Georgi Yungvald-Khilkevich,Vasyl Zemlyak,Derzost,Georgi Yungvald-Khilkevich,Vasyl Zemlyak,Audacity,Georgi Yungvald-Khilkevich,\N,Audacity,Georgi Yungvald-Khilkevich,Vasyl Zemlyak
tt0314513,La pistolera,Mario Hernández,\N,\N,\N,\N,La pistolera,Mario Hernández,\N,La pistolera,Mario Hernández,\N
tt0316158,\N,\N,\N,Let the Little Ones Come to Me,Max Neufeld,\N,Lasset die Kleinen zu mir kommen,Max Neufeld,Fritz Löhner-Beda,IMDb ID Not found,\N,\N
tt0318792,\N,\N,\N,\N,\N,\N,Unser Mann aus Cernowitz,Peter Leippe,Peter Leippe,IMDb ID Not found,\N,\N
tt0322098,\N,\N,\N,Two Husbands,Yu Hyun-mok,\N,Du yeobu,Yu Hyun-mok,Bong-seung Shin,IMDb ID Not found,\N,\N
tt0322922,Kanlı Para,Orhon Murat Arıburnu,Orhon Murat Arıburnu; Safa Önal,The Bloody Money,Orhon Murat Arıburnu,\N,Kanlı Para,Orhon Murat Arıburnu,\N,Kanlı Para,Orhon Murat Arıburnu,Orhon Murat Arıburnu; Safa Önal
tt0323153,Guests Who Arrived by the Last Train,Yu Hyun-mok,Seong-won Hong,Guests Who Arrived on the Last Train,Yu Hyun-mok,\N,Guests Who Arrived by the Last Train,Yu Hyun-mok,\N,Guests Who Arrived by the Last Train,Yu Hyun-mok,Seong-won Hong
tt0323998,Slim Susie,Ulf Malmros,Ulf Malmros; Petteri Nuottimäki,Slim Susie,Ulf Malmros,Ulf Malmros,Slim Susie,Ulf Malmros,Ulf Malmros; Petteri Nuottimäki,Slim Susie,Ulf Malmros,Ulf Malmros; Petteri Nuottimäki
tt0325852,La mujer y el jockey (Hipódromo),José Suárez,Antonio Botta,La Mujer y el jockey,José Suárez,Antonio Botta,La mujer y el jockey (Hipódromo),José Suárez,\N,La mujer y el jockey (Hipódromo),José Suárez,Antonio Botta
tt0330028,Red Cherry 2,Park Ho-tae,Huh Sung-soo,Red Cherry 2,Park Ho-tae,\N,Red Cherry 2,Park Ho-tae,\N,Red Cherry 2,Park Ho-tae,Huh Sung-soo
tt0333827,\N,\N,\N,\N,\N,\N,Les louves,Robert Boudrioz,Robert Boudrioz,IMDb ID Not found,\N,\N
tt0338312,Orient,Gennaro Righelli,Gennaro Righelli; Nunzio Malasomma,Orient,Gennaro Righelli,Gennaro Righelli; Nunzio Malasomma,Orient,Gennaro Righelli,\N,Orient,Gennaro Righelli,Gennaro Righelli; Nunzio Malasomma
tt0345495,\N,\N,\N,\N,\N,\N,Kara atmaca'nin intikami,Nisan Hançeryan,Suavi Sualp,IMDb ID Not found,\N,\N
tt0345527,Congress for the Unification of Youth,\N,\N,\N,\N,\N,Congress for the Unification of Youth,\N,\N,Congress for the Unification of Youth,\N,\N
tt0347083,Un giudice di rispetto,Walter Toschi,Bruno Mattei; Bruno Mattei,Q4003877,Bruno Mattei,Bruno Mattei,Un giudice di rispetto,Walter Toschi,\N,Un giudice di rispetto,Walter Toschi,Bruno Mattei
