tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0192612,"Simão, o Fantasma Trapalhão",Paulo Aragão,Renato Aragão; Renato Aragão,"Simão, o Fantasma Trapalhão",\N,\N
tt0194557,\N,\N,\N,\N,\N,\N
tt0196155,\N,\N,\N,\N,\N,\N
tt0196220,"The Wonder of the Snowshoe, 2. Part - A Fox Hunt on Skis through the Engadine",Arnold Fanck,\N,Fuchsjagd auf Skiern durchs Engadien,Arnold Fanck,Arnold Fanck
tt0196793,\N,\N,\N,\N,\N,\N
tt0197047,\N,\N,\N,\N,\N,\N
tt0197121,"À nous deux, madame la vie",René Guissart; Yves Mirande,\N,Q3576851,Yves Mirande; René Guissart,Yves Mirande
tt0197661,\N,\N,\N,\N,\N,\N
tt0197811,The Rebel,Adelqui Migliar,\N,The Rebel,Adelqui Migliar Icardi,\N
tt0199517,Campaign in Poland,Fritz Hippler,\N,Feldzug in Polen,Fritz Hippler,\N
tt0201600,This Is My Home,João Pedro Rodrigues,João Pedro Rodrigues; Amândio Coroado,\N,\N,\N
tt0202101,What Price Honesty?,Patrick Yuen Ho-Chuen,Ni Kuang; Patrick Yuen Ho-Chuen,What Price Honesty?,\N,\N
tt0202130,Yepeto,Eduardo Calcagno,\N,Yepeto,Eduardo Calcagno,Roberto Cossa; Eduardo Calcagno
tt0202670,Szlachetna krew,Viktor Turov; Zygmunt Malanowicz,Zygmunt Malanowicz; Ilya Kashafutdinov; Viktor Turov,Q4129270,Zygmunt Malanowicz; Viktor Turov,Zygmunt Malanowicz; İlyä Käşafetdinef
tt0203677,Sex and Life,Ryuichi Takamori,Ichirō Ikeda,Sex and Life,Ryūichi Takamori,Keiichirō Ryū
tt0205061,\N,\N,\N,\N,\N,\N
tt0205593,\N,\N,\N,\N,\N,\N
tt0206380,A Woman of No Importance,Jean Choux,Charles Spaak,A Woman of No Importance,Jean Choux,Charles Spaak
tt0206755,Folies anales,Alain Payet,\N,\N,\N,\N
tt0207495,\N,\N,\N,\N,\N,\N
tt0208879,Cuba Dances,Julio García Espinosa,\N,\N,\N,\N
tt0210259,King of the Camargue,Jacques de Baroncelli,Henri Decoin,King of the Camargue,Jacques de Baroncelli,Henri Decoin
tt0212014,Bunny and Clod,Robert A. Poore,\N,\N,\N,\N
tt0214984,Neeya?,Durai,\N,Neeya,Durai,P. Kalaimani
tt0215039,\N,\N,\N,\N,\N,\N
tt0215719,Dinner and a Movie,Lisa Kors,Lisa Kors,\N,\N,\N
tt0215987,Mera Karam Mera Dharam,Dulal Guha,Nabendu Ghosh; Raj Kumar Moitra,Mera Karam Mera Dharam,Dulal Guha,\N
tt0217460,\N,\N,\N,\N,\N,\N
tt0219038,A Ghost of a Chance,Gorton Hall,Gorton Hall,\N,\N,\N
tt0219646,Disco 9000,D'Urville Martin,Roland S. Jefferson,\N,\N,\N
tt0219785,The History of Pornography,Bob Chinn,\N,\N,\N,\N
tt0219856,\N,\N,\N,\N,\N,\N
tt0224426,\N,\N,\N,"Yes or No, Jean-Guy Moreau",Michael Rubbo,\N
tt0225915,Guds børn,\N,\N,Q20495381,Claus Klok; Karsten Baagø,Claus Klok; Karsten Baagø
tt0226752,Secret Book: Peeled Egg,Shōgorō Nishimura,Akane Shiratori,\N,\N,\N
tt0226993,Il lungo inverno,Ivo Barnabò Micheli,\N,Il lungo inverno,Ivo Barnabò Micheli,Ivo Barnabò Micheli
tt0230174,"You are in the EEC, Learn About the EEC",Dimis Dadiras,Giorgos Mylonas,"You are in The EEC, Go for The EEC",Dimis Dadiras,\N
tt0230406,Kaule,Rainer Bär,Rainer Bär,\N,\N,\N
tt0230788,Siraj,Bhupen Hazarika,Bhupen Hazarika; Lakshmidhar Sarma,Siraj,Bhupen Hazarika,\N
tt0234669,Goodbye CP,Kazuo Hara,\N,Q140607455,Kazuo Hara,\N
tt0234732,\N,\N,\N,\N,\N,\N
tt0234772,Sonba Ane Roopba,\N,\N,\N,\N,\N
tt0236952,\N,\N,\N,\N,\N,\N
tt0237463,\N,\N,\N,\N,\N,\N
tt0237475,Munda Bigra Jaey (A Boy Gone Astray),Shamim Ara,Dabeer ul Hassan,\N,\N,\N
tt0237923,Wild Sex of the Children of the Night,Levi Salgado,Levi Salgado,\N,\N,\N
tt0239501,\N,\N,\N,Janjirne Jankare,Harshadrai Sakerlal Mehta,\N
tt0239963,\N,\N,\N,Q108047649,Anne Lapied,\N
tt0240464,Dracula's Death,Károly Lajthay,Károly Lajthay; Michael Curtiz,Dracula's Death,Károly Lajthay,Károly Lajthay; Michael Curtiz
tt0242503,\N,\N,\N,\N,\N,\N
tt0242893,The Smut Peddler,William Rose,\N,\N,\N,\N
tt0244147,Interrupted Song,Nikoloz Sanishvili,Konstantine Lortkipanidze; Nikoloz Sanishvili; Albert Marenčin,Interrupted Song,Nikoloz Sanishvili; Frantisek Zácek,Albert Marenčin; Nikoloz Sanishvili; Konstantine Lortkipanidze
tt0244416,\N,\N,\N,\N,\N,\N
tt0245027,The Bench,Per Fly,Kim Leona; Per Fly,The Bench,Per Fly,Per Fly; Kim Leona
tt0245852,Dakshayagnam,K. B. Nagabhushanam,Vyasa,Dakshayagnam,Kadaru Nagabhushanam,Aarudhra
tt0247495,\N,\N,\N,Mahatma Kabirdas,A. Narayanan,\N
tt0249108,\N,\N,\N,\N,\N,\N
tt0249420,La buscona,Emilio Gómez Muriel,Alfredo Ruanova,La Buscona,Emilio Gómez Muriel,\N
tt0249845,No te dejaré nunca,Francisco Elías,\N,I Will Never Leave You,Francisco Elías Riquelme,\N
tt0251649,\N,\N,\N,\N,\N,\N
tt0252202,Afigisi/Peripeteia/Glossa/Siopi,\N,\N,Narration/Aventure/Langage/Silence,María Gavalá,\N
tt0252882,\N,\N,\N,L'anello di Siva,Augusto Genina,Augusto Genina
tt0253143,İnek Şaban,Osman F. Seden,Osman F. Seden,İnek Şaban,Osman F. Seden,\N
tt0253873,Utharam,V. K. Pavithran,M T Vasudevan Nair,Utharam,V. K. Pavithran,M. T. Vasudevan Nair
tt0254099,The Anniversary Party,Alan Cumming; Jennifer Jason Leigh,Jennifer Jason Leigh; Alan Cumming,The Anniversary Party,Jennifer Jason Leigh; Alan Cumming,Jennifer Jason Leigh; Alan Cumming
tt0255204,\N,\N,\N,\N,\N,\N
tt0255583,\N,\N,\N,\N,\N,\N
tt0255641,Thalavattam,Priyadarshan,Priyadarshan; Nedumudi Venu,Thalavattam,Priyadarshan,Nedumudi Venu
tt0256164,\N,\N,\N,Macha Rekai,P. Pullaiah,\N
tt0257459,Bruma Seca,Mário Brasini; Mario Civelli,Carlos Coimbra; Mario Civelli; Mário Brasini,Bruma Seca,Mario Civelli,\N
tt0258227,Sundara Kanda,K Raghavendra Rao,K Raghavendra Rao,Sundarakanda,K. Raghavendra Rao,K. Raghavendra Rao
tt0258251,Tierra sangrienta,Rafael Portillo,\N,\N,\N,\N
tt0259496,\N,\N,\N,Pelli Kanuka,Kodi Ramakrishna,Posani Krishna Murali
tt0261552,The Foul King,Kim Jee-woon,Kim Dae-woo; Kim Jee-woon,The Foul King,Kim Ji-woon,Kim Ji-woon
tt0263099,Bangaru Babu,V. B. Rajendra Prasad,\N,Bangaru Babu,V. B. Rajendra Prasad,Aathreya
tt0265542,Uprising Square,Boris Tokarev,Boris Tokarev,Q131553147,Boris Tokarev,Boris Tokarev; Yuri Yakovlev
tt0265586,Bounce,Nikolai Maletsky,Yuri Vizbor,Q85999221,Mykola Maletsky,Yuri Vizbor
tt0266711,Wild Criminal,HIDE,Takeshi Saito,\N,\N,\N
tt0267274,\N,\N,\N,\N,\N,\N
tt0267951,Sringara Masa,Pattabhirama Reddy,\N,\N,\N,\N
tt0269883,Solo y conmigo,Carlos Lozano Dana,Carlos Lozano Dana,Q47211535,Carlos Lozano Dana,\N
tt0269986,The Devil's Hole,Richard Lavoie,\N,The Devil's Hole,\N,\N
tt0271597,Kobbari Bondam,Katragadda Raviteja,S.V. Krishna Reddy,Kobbari Bondam,S. V. Krishna Reddy,S. V. Krishna Reddy
tt0272321,The Shout,Fehmi Hoshafi,\N,Thirrja,Fehmi Hoshafi,\N
tt0276295,Love After School,\N,\N,\N,\N,\N
tt0279866,History of a Scoundrel,Julio Bracho,Julio Bracho; José María Fernández Unsáin,History of a Scoundrel,Julio Bracho,José María Fernández Unsáin; Federico Sodi Romero; Julio Bracho
tt0279903,Kınalı Yapıncak,Orhan Aksoy,\N,Kinali Yapincak,Orhan Aksoy,Bülent Oran
tt0281160,\N,\N,\N,\N,\N,\N
tt0281200,\N,\N,\N,\N,\N,\N
tt0283027,The Pool,Boris von Sychowski,Lorenz Stassen,Swimming Pool,Boris von Sychowski,Lorenz Stassen
tt0287449,Les frères Gravet,René Féret,\N,Q3232816,René Féret,\N
tt0287540,The Delicious Seafood,Pauline Brunius,Pauline Brunius; Lars Tessing,Q10467387,Pauline Brunius,Lars Tessing
tt0288863,Veinticuatro horas de vida,Arturo Martínez,\N,\N,\N,\N
tt0291888,Enikkum oru Divasam,Sreekumaran Thampi,Sreekumaran Thampi,Enikkum Oru Divasam,Sreekumaran Thampi,Sreekumaran Thampi
tt0295428,Mataron a Venancio Flores,Juan Carlos Rodríguez Castro,Héctor Manuel Vidal; Juan Carlos Rodríguez Castro,\N,\N,\N
tt0298210,\N,\N,\N,\N,\N,\N
tt0301348,Der Glanz von Berlin,Judith Keil; Antje Kruska,Judith Keil; Antje Kruska,\N,\N,\N
tt0302801,\N,\N,\N,Q33550357,Carl Weismann; Jørgen Roos,Carl Weismann; Jørgen Roos
tt0304901,A Village Tale,\N,\N,\N,\N,\N
tt0304981,Death Toll,Feyzi Tuna; Cevat Şahiner,\N,\N,\N,\N
tt0306079,Minor Mishaps,Annette K. Olesen,Kim Fupz Aakeson,Minor Mishaps,Annette K. Olesen,Kim Fupz Aakeson
tt0307297,\N,\N,\N,\N,\N,\N
tt0308503,La Ley Del Monte,Alberto Mariscal,Rafael García Travesí,La ley del monte,Alberto Mariscal,\N
tt0311360,\N,\N,\N,\N,\N,\N
tt0311790,\N,\N,\N,\N,\N,\N
tt0312957,Cradle of the World,\N,\N,Q18244308,"Prince Wilhelm, Duke of Södermanland",\N
tt0313962,Audacity,Georgi Yungvald-Khilkevich,Vasyl Zemlyak,Derzost,Georgi Yungvald-Khilkevich,Vasyl Zemlyak
tt0314513,La pistolera,Mario Hernández,\N,\N,\N,\N
tt0316158,\N,\N,\N,Let the Little Ones Come to Me,Max Neufeld,\N
tt0318792,\N,\N,\N,\N,\N,\N
tt0322098,\N,\N,\N,Two Husbands,Yu Hyun-mok,\N
tt0322922,Kanlı Para,Orhon Murat Arıburnu,Orhon Murat Arıburnu; Safa Önal,The Bloody Money,Orhon Murat Arıburnu,\N
tt0323153,Guests Who Arrived by the Last Train,Yu Hyun-mok,Seong-won Hong,Guests Who Arrived on the Last Train,Yu Hyun-mok,\N
tt0323998,Slim Susie,Ulf Malmros,Ulf Malmros; Petteri Nuottimäki,Slim Susie,Ulf Malmros,Ulf Malmros
tt0325852,La mujer y el jockey (Hipódromo),José Suárez,Antonio Botta,La Mujer y el jockey,José Suárez,Antonio Botta
tt0330028,Red Cherry 2,Park Ho-tae,Huh Sung-soo,Red Cherry 2,Park Ho-tae,\N
tt0333827,\N,\N,\N,\N,\N,\N
tt0338312,Orient,Gennaro Righelli,Gennaro Righelli; Nunzio Malasomma,Orient,Gennaro Righelli,Gennaro Righelli; Nunzio Malasomma
tt0345495,\N,\N,\N,\N,\N,\N
tt0345527,Congress for the Unification of Youth,\N,\N,\N,\N,\N
tt0347083,Un giudice di rispetto,Walter Toschi,Bruno Mattei; Bruno Mattei,Q4003877,Bruno Mattei,Bruno Mattei
tt0348476,Love Correction,Marco Mak Chi-Sin,Sharon Hui,Love Correction,Marco Mak,\N
tt0349890,One More Life,Gëzim Erebara; Gavrosh Haxhihyseni,Gëzim Erebara; Luan Rama,Një jetë më shumë,Gëzim Erebara,\N
tt0350671,\N,\N,\N,The Eccentric General and His Men,\N,\N
tt0351155,Kaderim Böyle İmiş,Nejat Saydam,Hüseyin Peyda,\N,\N,\N
tt0353010,Witness,Viji Thamby,Jagathy Sreekumar; Ranjith,Witness,Viji Thampi,Ranjith
tt0353837,\N,\N,\N,\N,\N,\N
tt0353922,\N,\N,\N,Puthran,Jude Attipetty,P. F. Mathews
tt0354950,\N,\N,\N,\N,\N,\N
tt0355586,\N,\N,\N,Q12182266,Hosameldin Mostafa,\N
tt0358754,\N,\N,\N,\N,\N,\N
tt0365422,\N,\N,\N,\N,\N,\N
tt0365663,Punla,Robert B. Abihay; Cesar Aquino,\N,\N,\N,\N
tt0365907,A Walk Among the Tombstones,Scott Frank,Scott Frank,A Walk Among the Tombstones,Scott Frank,Lawrence Block; Scott Frank
tt0366295,Chatpati,V. Ravindra,\N,Chatpati,V. Ravindra,\N
tt0367450,\N,\N,\N,...Y pasa la comparsa,Albert Arliss,\N
tt0367794,\N,\N,\N,\N,\N,\N
tt0370469,Dobol Trobol,Jose De Villa,Luciano B. Carlos; Mars Ravelo,\N,\N,\N
tt0371950,The Last Day,Michael Heimark,\N,Q20756112,Michael Heimark,Michael Heimark
tt0373996,\N,\N,\N,\N,\N,\N
tt0374890,\N,\N,\N,\N,\N,\N
tt0377458,\N,\N,\N,\N,\N,\N
tt0378993,Votre enfant m'intéresse,Jean-Michel Carré,\N,Q60218878,Jean-Michel Carré,\N
tt0379168,\N,\N,\N,Bhaktha Kabiru,\N,\N
tt0379272,Ek Jaan Hain Hum,Rajiv Mehra,\N,Ek Jaan Hain Hum,\N,\N
tt0380697,\N,\N,\N,Q56760302,Hubert Moest,Bobby E. Lüthge
tt0384369,Before the Fall,Dennis Gansel,Dennis Gansel; Maggie Peren,Before the Fall,Dennis Gansel,Maggie Peren; Dennis Gansel
tt0385541,Bazıları Dayak Sever,Mehmet Dinler,\N,\N,\N,\N
tt0387666,\N,\N,\N,Q139950790,Curt A. Engel,Curt A. Engel
tt0389801,Bhogimantalu,\N,\N,\N,\N,\N
tt0391936,\N,\N,\N,\N,\N,\N
tt0392493,\N,\N,\N,Naseeb Ni Nauka,\N,\N
tt0392716,\N,\N,\N,\N,\N,\N
tt0393360,\N,\N,\N,\N,\N,\N
tt0393790,\N,\N,\N,Sneh Samadhi,Ramakant Gharekhan,\N
tt0397526,\N,\N,\N,\N,\N,\N
tt0398721,\N,\N,\N,Q29414100,Stéphane Aucante,\N
tt0398727,The March of Fools,Ha Gil-jong,\N,The March of Fools,Ha Gil-jong,\N
tt0402763,Americanese,Eric Byler,Eric Byler,Americanese,Eric Byler,Eric Byler
tt0407914,Kahit Mabuhay Kang Muli,Efren C. Piñon,\N,\N,\N,\N
tt0409505,\N,\N,\N,\N,\N,\N
tt0410540,Sa Piling ng Iba,Johnny Cruz,Bong Ramos,\N,\N,\N
tt0412863,\N,\N,\N,Q57517272,Heinz Brinkmann,Heinz Brinkmann
tt0414939,The Dark Side of Everest,Andrew Palmer,\N,\N,\N,\N
tt0418018,\N,\N,\N,It's Not Me,\N,\N
tt0418342,Beyond The Seven Mountains,Arnold Aghababov,Arnold Aghababov; Ye. Grigoryants,Q20509487,Arnold Agababov,\N
tt0418686,Fino a farti male,Alessandro Colizzi,\N,Q3745749,Alessandro Colizzi,Alessandro Colizzi
tt0419221,Tuloy ang Ligaya,Manuel Silos,\N,\N,\N,\N
tt0420120,\N,\N,\N,\N,\N,\N
tt0422313,\N,\N,\N,When Black Flowers Fade,\N,\N
tt0422396,\N,\N,\N,\N,\N,\N
tt0424861,\N,\N,\N,\N,\N,\N
tt0425583,Thirsty,Ruben Abalos,D.G. Dumaraos,\N,\N,\N
tt0427412,\N,\N,\N,\N,\N,\N
tt0428304,C'est pas tout à fait la vie dont j'avais rêvé,Michel Piccoli,Ludivine Clerc; Michel Piccoli,C'est pas tout à fait la vie dont j'avais rêvé,Michel Piccoli,\N
tt0431645,Downtown Girls,Mohamed Khan,Wessam Soliman; Mohamed Khan,Midtown Girls,Mohamed Khan,Mohamed Khan
tt0432692,On Each Side,Hugo Grosso,Hugo Grosso,\N,\N,\N
tt0434164,\N,\N,\N,Q135223136,Mira Hamermesh,\N
tt0434997,Hayat Kavgası,Mehmet Bozkuş,Bülent Oran,Q6047294,Mehmet Bozkuş,Bülent Oran
tt0436689,The Puffy Chair,Jay Duplass,Mark Duplass; Jay Duplass,The Puffy Chair,Mark Duplass; Jay Duplass,\N
tt0437876,\N,\N,\N,Q3231070,Léonce Perret,\N
tt0443207,\N,\N,\N,\N,\N,\N
tt0448826,\N,\N,\N,\N,\N,\N
tt0451741,"The Yellow Death, Part 1",Carl Wilhelm,Hans Gaus,The Yellow Death,Carl Wilhelm,Hans Gaus
tt0452319,Midsummer's Earth,Osamu Murakami,Yuhei Enoki; Osamu Murakami,Manatsu no Chikyū,\N,\N
tt0453040,Dubai,Rory B. Quintos,Shaira Mella Salvador; Ricky Lee; Ricky Lee,Dubai,Rory Quintos,Ricky Lee
tt0455870,\N,\N,\N,\N,\N,\N
tt0456591,Pepot Artista,Clodualdo del Mundo Jr.,Clodualdo del Mundo Jr.,\N,\N,\N
tt0459880,Lady Chatterley,Pascale Ferran,Pascale Ferran; Roger Bohbot,Lady Chatterley,Pascale Ferran,Roger Bohbot; Pierre Trividic; Pascale Ferran
tt0471251,Mama Jack,Gray Hofmeyr,Gray Hofmeyr; Leon Schuster; Paul Slabolepszy; Geoff Newton; Leon Schuster,Mama Jack,Gray Hofmeyr,\N
tt0471357,\N,\N,\N,\N,\N,\N
tt0473647,Hedy Lamarr: Secrets of a Hollywood Star,Donatello Dubini; Fosco Dubini; Barbara Obermaier,\N,Hedy Lamarr - Secrets of a Hollywood Star,Fosco Dubini; Donatello Dubini; Barbara Obermaier,\N
tt0478370,Kerem ile Aslı,Orhan Elmas,Orhan Elmas,Kerem İle Aslı,Orhan Elmas,\N
tt0480106,\N,\N,\N,\N,\N,\N
tt0480163,The Collector,Feliks Falk,Grzegorz Łoszewski,The Collector,Feliks Falk,Grzegorz Łoszewski
tt0482006,"Macbeth 3000: This Time, It's Personal",Geoff Warren Meech,Logan Emmerson,\N,\N,\N
tt0483614,\N,\N,\N,\N,\N,\N
tt0488186,\N,\N,\N,\N,\N,\N
tt0488762,Mr. Socrates,Choi Jin-won,Choi Jin-won,Mr. Socrates,Choi Jin Won,\N
tt0491534,Cañitas,Julio César Estrada,Xavier Robles; Gabriel González Meléndez,Cañitas. Presencia,Julio Cesar Estrada,\N
tt0494726,Isang Salop na Bala,Alex Sevilla,Alex Sevilla,\N,\N,\N
tt0495031,The Foundation,Filip Bajon,Filip Bajon,Q11699027,Filip Bajon,Q21839509
tt0762091,Domestic Import,Kevin Connor,\N,Domestic Import,Kevin Connor,\N
tt0775434,Bling: A Planet Rock,Raquel Cepeda,\N,\N,\N,\N
tt0779719,107 Street,Antonio de la Cruz,\N,\N,\N,\N
tt0779739,\N,\N,\N,Maa Pallelo Gopaludu,Kodi Ramakrishna,\N
tt0780073,Los maistros albañiles,Víctor Manuel Castro,Víctor Manuel Castro,\N,\N,\N
tt0780130,\N,\N,\N,Sa Kabila ng Bukas,Consuelo Padilla Osorio,\N
tt0787126,\N,\N,\N,\N,\N,\N
tt0788214,\N,\N,\N,\N,\N,\N
tt0791202,\N,\N,\N,Victim & Victor,\N,\N
tt0823548,\N,\N,\N,\N,\N,\N
tt0824279,Absence,Kevin Kölsch; Dennis Widmyer,Dennis Widmyer; Kevin Kölsch,\N,\N,\N
tt0829421,The American Poop Movie,Joe Kingsley,Joe Kingsley,\N,\N,\N
tt0831341,Sinner,Marc Benardout,Steven Sills,Sinner,Marc Benardout,Steven Sills
tt0842623,Rio Reiser - König von Deutschland,Stefan Paul; Heiner Kondschak,\N,\N,\N,\N
tt0843592,Prinsipe Amante,Lamberto V. Avellana,Clodualdo Del Mundo Sr.,\N,\N,\N
tt0869112,New Girl,Charles Ison,Dick Callister,\N,\N,\N
tt0873600,Alpine Saga,Erich Langjahr,Erich Langjahr,Das Erbe der Bergler,Erich Langjahr,Erich Langjahr
tt0891303,\N,\N,\N,\N,\N,\N
tt0899255,\N,\N,\N,\N,\N,\N
tt0912592,My Kid Could Paint That,Amir Bar-Lev,\N,My Kid Could Paint That,Amir Bar-Lev,Amir Bar-Lev
tt0923621,\N,\N,\N,\N,\N,\N
tt0925241,\N,\N,\N,\N,\N,\N
tt0934442,Wandering Ginza Butterfly,Kazuhiko Yamaguchi,Isao Matsumoto; Kazuhiko Yamaguchi,Wandering Ginza Butterfly,Kazuhiko Yamaguchi,\N
tt0943475,\N,\N,\N,\N,\N,\N
tt0958092,Die Heiratsfalle,Franz Eckstein; Rosa Porten,Rosa Porten,\N,\N,\N
tt0959556,The Calling,David Ranghelli,\N,\N,\N,\N
tt0961109,Bloody Mondays & Strawberry Pies,Coco Schrijber,Coco Schrijber,Bloody Mondays & Strawberry Pies,Coco Schrijber,Coco Schrijber
tt0962579,\N,\N,\N,\N,\N,\N
tt0989833,Kahit ang Mundo'y Magunaw,Manuel 'Fyke' Cinco,Rico Bello Omagap,\N,\N,\N
tt10064134,The Reunion,Phil Donlon,\N,\N,\N,\N
tt10160304,Ghost of the Nile,Yasir Alyasiri,Mohamed Nayer,\N,\N,\N
tt1016156,Ausgerechnet Bulgarien,Hristo Bakalski,Hristo Bakalski,\N,\N,\N
tt10170880,\N,\N,\N,\N,\N,\N
tt1019940,The River Named Modhumoti,Tanvir Mokammel,Tanvir Mokammel,Nodir Naam Modhumoti,Tanvir Mokammel,\N
tt1020028,Große Lügen!,Jany Tempel,Jany Tempel,\N,\N,\N
tt1020529,Drakmar: A Vassal's Journey,Destin Daniel Cretton; Lowell Frank,\N,\N,\N,\N
tt10232096,Buran,Ainur Askarov,Ainur Askarov; Aydar Akmanov,\N,\N,\N
tt10264340,Light From the Tower,Alex R. Wagner,Julia St. Pierre,\N,\N,\N
tt10269680,Active Shooter,Robert Bryce Milburn,Toby Osborne,\N,\N,\N
tt10337580,In Bright Axiom,Spencer McCall,\N,\N,\N,\N
tt10356580,Rusi,Man Mohan,\N,Rusi,\N,\N
tt10359378,The Land of William Tell,Georges Nicolas Hayek,\N,\N,\N,\N
tt10368934,Hello Love,Li Changxin,Li Changxin,\N,\N,\N
tt10399650,\N,\N,\N,\N,\N,\N
tt1042552,Silip,Joel Lamangan,Raquel Villavicencio,\N,\N,\N
tt10486854,Phantom of Liberty II,Karel Žalud,\N,\N,\N,\N
tt1049413,Up,Pete Docter,Bob Peterson; Bob Peterson; Tom McCarthy; Pete Docter; Pete Docter,Up,Bob Peterson; Pete Docter,Bob Peterson; Pete Docter
tt10510962,\N,\N,\N,\N,\N,\N
tt10515214,\N,\N,\N,\N,\N,\N
tt10531134,Necropolis: Legion,Chris Alexander,Chris Alexander; Brockton McKinney,\N,\N,\N
tt1053226,Brownies,Hanung Bramantyo,Eric Sasono; Lina Nurmalina; Salman Aristo; Hanung Bramantyo,Brownies,Hanung Bramantyo,Salman Aristo; Hanung Bramantyo
tt10542462,\N,\N,\N,\N,\N,\N
tt10560338,\N,\N,\N,\N,\N,\N
tt1062939,Mid Road Gang,Pantham Thongsang; Somkiat Vituranich,Somkiat Vituranich,Ma-Mha,Pantham Thongsangl,\N
tt10640730,Selva,Iñaki Echeberria,Luigi Serradori,\N,\N,\N
tt10676030,Caterpillars,Elvis Sabin Ngaïbino,\N,\N,\N,\N
tt10719020,What Makes a Woman,Munroe Bergdorf; Karen McGann,\N,\N,\N,\N
tt10721318,\N,\N,\N,\N,\N,\N
tt1072754,Messages Deleted,Rob Cowan,Larry Cohen,Messages Deleted,Rob Cowan,Larry Cohen
tt10764416,Elvis Unleashed,Steve Binder,\N,\N,\N,\N
tt10772992,Intuition,Mckinson Souverain; Chrys Calixte,Chrys Calixte,\N,\N,\N
tt10837952,East of Middle West,Brian Lucke Anderson,Mokotsi Rukundo,\N,\N,\N
tt10837980,\N,\N,\N,\N,\N,\N
tt10844962,\N,\N,\N,\N,\N,\N
tt10872590,Cenestesia,Joan Vall Karsunke,Joan Vall Karsunke,\N,\N,\N
tt10873470,Lee Priest Vs Bodybuilding,Vlad Yudin,\N,\N,\N,\N
tt1087631,Osm srdcí v plamenech,Ferry Seidl,Beatrice Dovská; Beatrice Dovská,\N,\N,\N
tt10879516,Nelly,Marco Estrada,Marco Estrada,\N,\N,\N
tt10919042,\N,\N,\N,\N,\N,\N
tt1092601,Lost and Found in Mexico,Caren Cross,\N,\N,\N,\N
tt1093373,\N,\N,\N,\N,\N,\N
tt11024462,\N,\N,\N,\N,\N,\N
tt11027294,Righteous Indignation,Malcolm Joor,Malcolm Joor; Malcolm Joor,\N,\N,\N
tt11033506,\N,\N,\N,\N,\N,\N
tt11055048,Hellarious,J.M. Logan; Chris McInroy; Robert Boocheck; James Feeney; Jason Tostevin; Sarah K. Reimers,Randall Greenland; Sarah K. Reimers; Clarissa Jacobson; Robert Boocheck; James Feeney; Chris McInroy,Hellarious,\N,\N
tt11057944,\N,\N,\N,\N,\N,\N
tt11059108,In Between Walls,José Filipe Costa; João Ribeiro,\N,\N,\N,\N
tt11068940,\N,\N,\N,\N,\N,\N
tt11073954,\N,\N,\N,\N,\N,\N
tt1110636,Tödliche Verbindungen,Edgar Kraus; Markus Kleinhans,Markus Kleinhans; Edgar Kraus,Q2463956,Markus Kleinhans; Edgar Kraus,Markus Kleinhans; Edgar Kraus
tt11136244,\N,\N,\N,\N,\N,\N
tt11161142,\N,\N,\N,\N,\N,\N
tt1117380,Breathe,Nicholas Winter,Nicholas Winter,Breathe,Nicholas Winter,\N
tt1117390,\N,\N,\N,\N,\N,\N
tt11178402,Mickey: The Story of a Mouse,Jeff Malmberg,\N,Mickey: The Story of a Mouse,Jeff Malmberg,\N
tt1119196,\N,\N,\N,\N,\N,\N
tt11287096,Splinters,Natalia Garayalde,Natalia Garayalde,Splinters,\N,\N
tt1130727,Dove Tree,Wu Ziniu,\N,\N,\N,\N
tt11394308,Saudi Runaway,Susanne Regina Meures,Susanne Regina Meures,Saudi Runaway,Susanne Regina Meures,Susanne Regina Meures
tt11394650,On the Record,Kirby Dick; Amy Ziering,Amy Ziering; Sara Newens; Kirby Dick,On the Record,Kirby Dick,\N
tt11399972,\N,\N,\N,\N,\N,\N
tt11436282,\N,\N,\N,\N,\N,\N
tt11438326,Shadows of Freedom,Amos Carlen; Aline Robichaud,\N,\N,\N,\N
tt11481082,\N,\N,\N,\N,\N,\N
tt11496596,\N,\N,\N,\N,\N,\N
tt1152830,The Joneses,Chris Tyrrell,Chris Tyrrell; Stacey Cruwys,\N,\N,\N
tt1153700,Patang,Prashant Bhargava,\N,\N,\N,\N
tt11547982,\N,\N,\N,\N,\N,\N
tt11575054,\N,\N,\N,\N,\N,\N
tt11578464,Tune Up,Stanislav Tomić,Mario Marko Krče; Stanislav Tomić,\N,\N,\N
tt11579124,\N,\N,\N,\N,\N,\N
tt1160982,\N,\N,\N,\N,\N,\N
tt1161058,\N,\N,\N,Q3955510,Felice Farina,\N
tt11633108,\N,\N,\N,\N,\N,\N
tt11638970,The Last City,Heinz Emigholz,Heinz Emigholz,The Last City,Heinz Emigholz,Heinz Emigholz
tt1165342,Shachō hisho: kyonyū sekuhara kari,Kuninori Yamazaki,Kuninori Yamazaki,\N,\N,\N
tt11655972,Lawang Garden,Aditya Gumay,\N,Taman Lawang,Keenen Ivory Wayans,\N
tt11675386,\N,\N,\N,\N,\N,\N
tt11693666,\N,\N,\N,\N,\N,\N
tt11698818,\N,\N,\N,\N,\N,\N
tt1172179,\N,\N,\N,\N,\N,\N
tt1173752,\N,\N,\N,\N,\N,\N
