tconst,tmdb_title,tmdb_directors,tmdb_writers
tt0127176,Psychedelic Sexualis,Albert Zugsmith,Albert Zugsmith
tt0127575,Girl in Trouble,Brandon Chase,Brandon Chase; Anthony Naylor
tt0127874,The Sexaholic,Richard Goodman,Richard Goodman
tt0128066,\N,\N,\N
tt0128187,\N,\N,\N
tt0128417,\N,\N,\N
tt0128611,Stiff Competition,Paul Vatelli,Paul Vatelli; Steve H. Mehoff; Colin De Jacques
tt0128966,Black Mirror,Pierre-Alain Jolivet,Pierre-Alain Jolivet; Jean-Claude Carrière; Arthur Samuels; Jean Genet; Jean Genet
tt0129170,\N,\N,\N
tt0129273,The Olsen Gang,Knut Bohwim,Erik Balling; Henning Bahs
tt0129352,\N,\N,\N
tt0129993,The Sky-blue Evening Dress,Erich Engels,\N
tt0130259,\N,\N,\N
tt0130331,Under den gamle Fane,Olaf Fønss,Richard Lund
tt0130619,\N,\N,\N
tt0130713,\N,\N,\N
tt0130730,The Lighthouse Keepers,Jean Grémillon,Jacques Feyder
tt0130735,Gesche's Poison,Walburg von Waldenfels,Walburg von Waldenfels; Christian Frosch
tt0130757,The Harpist,Hansjörg Thurn,\N
tt0130971,The Long Winter,Michel Brault,Michel Brault
tt0130996,The Satan Killer,Steve Sayre,Edward Benton; James Brandauer
tt0131775,\N,\N,\N
tt0131880,\N,\N,\N
tt0131978,Blood Orgy of the Leather Girls,Meredith Lucas,Sarah Dicken; Meredith Lucas
tt0132051,\N,\N,\N
tt0132062,\N,\N,\N
tt0132204,Hatschipuh,Ulrich König,Franz Marischka; Leon Pulwer; Ulrich König
tt0132455,Pérola do Atlântico,Heinrich Gartner; Mota da Costa,\N
tt0132662,Stargames,Greydon Clark,Greydon Clark; David Reskin
tt0132878,\N,\N,\N
tt0133709,The Debt,Manuel José Álvarez; Nicolás Buenaventura,\N
tt0133752,Fallen Arches,Ron Cosentino,Ron Cosentino
tt0133890,\N,\N,\N
tt0134662,The bitter fruit,Arthur Gregor; José López Rubio,Salvador de Alberich; Tono
tt0134803,\N,\N,\N
tt0134929,Raw Talent,Larry Revene,Joyce Snyder
tt0135131,\N,\N,\N
tt0135370,\N,\N,\N
tt0135420,Fight That Ghost,Sam Newfield,Sam Newfield; Ted Toddy
tt0136169,Eros Center Hamburg,Günter Hendel,Alois Brummer
tt0136235,Χάιδω,Kostas Dritsas,Kostas Dritsas
tt0136345,Kongo-Express,Eduard von Borsody,\N
tt0136527,Bullets Don't Come Back,Nikos Foskolos,Nikos Foskolos
tt0137512,Faschingszauber,Rudolf Dworsky; Rudolf Walther-Fein,Walter Reisch
tt0137700,\N,\N,\N
tt0137854,\N,\N,\N
tt0137955,Miljoonaliiga,Maunu Kurkvaara,Jaakko Pakkasvirta; Maunu Kurkvaara
tt0138074,Santa and the Ice Cream Bunny,R. Winer,Hans Christian Andersen
tt0138477,Die große Unbekannte,Willi Wolff,\N
tt0138681,The Opportunists,Myles Connell,Myles Connell
tt0138689,Paging Emma,Roberto Busó-García,Roberto Busó-García
tt0138725,Il professor Matusa e i suoi hippies,Carlo Martinelli,Carlo Martinelli
tt0138734,Raportti eli balladi laivatytöistä,Maunu Kurkvaara,Heikki Ritavuori; Maunu Kurkvaara
tt0139398,Kaajal,Ram Maheshwari,Z. Hussain; Phani Majumdar; Gulshan Nanda
tt0139571,\N,\N,\N
tt0139654,Training Day,Antoine Fuqua,David Ayer
tt0139809,The Thirteenth Floor,Josef Rusnak,Ravel Centeno-Rodriguez; Josef Rusnak
tt0140110,Head Nurse,Tim Davies,\N
tt0140308,Keine Angst vor Schwiegermüttern,Erich Engels,\N
tt0140347,Mahalia Jackson: The Power and the Glory,Jeff Scheftel,\N
tt0140670,Vaihdokas,Teuvo Puro,Karl Fager
tt0140811,Antti Puuhaara,Riitta Rautoma; Heikki Partanen; Katariina Lahti,Riitta Rautoma; Heikki Partanen; Katariina Lahti; Erkki Mäkinen
tt0140876,\N,\N,\N
tt0141236,House of the Rising Moon,\N,\N
tt0141343,Gli Inaffidabili,Jerry Calà,Jerry Calà; Gino Capone
tt0141413,Jacqueline,David DeCoteau,\N
tt0141529,The Tent Show,Carlos Ávila,Carlos Ávila; Edit Villarreal
tt0141634,The Mysteries of Paris,Albert Capellani,Albert Capellani
tt0141874,Passion,György Fehér,Béla Tarr; György Fehér
tt0142288,\N,\N,\N
tt0143437,Charlotte Wets Her Panties,Francis Leroi,Francis Leroi
tt0143520,\N,\N,\N
tt0143737,\N,\N,\N
tt0144117,The Boondock Saints,Troy Duffy,Troy Duffy
tt0144442,\N,\N,\N
tt0144608,Sinbad: Beyond the Veil of Mists,Evan Ricks; Alan Jacobs,Jeff Wolverton
tt0144778,Ava & Gabriel: A Love Story,Felix de Rooy,Norman de Palm; Felix de Rooy
tt0144933,\N,\N,\N
tt0145254,Out of Phoenix Bridge,Li Hong,\N
tt0145814,Heaven Sent,Craig Clyde,Craig Clyde; James Hennessy
tt0146237,Restless Passion,Hal Freeman,Philip Dennis Connors
tt0146281,The End of Milton Levy,Nissim Dayan,Nissim Dayan
tt0146329,Two off the Cuff,Bob Godfrey,Stan Hayward
tt0147216,\N,\N,\N
tt0147643,UnBowed,Nanci Rossov,Mildred Lewis
tt0148245,\N,\N,\N
tt0148445,\N,\N,\N
tt0148462,Men Cry Bullets,Tamara Hernandez,Tamara Hernandez
tt0148812,She's No Angel,Ron Jeremy,\N
tt0148891,6 Faces of Samantha,Jack Genero,\N
tt0148894,\N,\N,\N
tt0149026,Brides of Lucifer,\N,\N
tt0149652,\N,\N,\N
tt0150892,Her Great Price,Edwin Carewe,Florence Auer
tt0151405,Lucerna,Karel Lamač,Bohumír Polách; Václav Wasserman; František Kožík
tt0151805,\N,\N,\N
tt0151856,\N,\N,\N
tt0151990,A Night in Tiberias,Hervé Bromberger,Hervé Bromberger; David Greenberg; Frédéric Grendel
tt0152074,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,Giovanni Grimaldi; Giovanni Grimaldi
tt0152252,The Times That Are,Pierre Perrault,\N
tt0152443,\N,\N,\N
tt0153032,This Year's Love,David Kane,David Kane
tt0153165,\N,\N,\N
tt0153292,\N,\N,\N
tt0153297,\N,\N,\N
tt0153534,\N,\N,\N
tt0154241,The Blue Ones of the Sky,Henri Decoin,Henri Decoin
tt0155086,\N,\N,\N
tt0155401,\N,\N,\N
tt0155685,Trouble Among Widows,Jacques Poitrenaud,\N
tt0155994,\N,\N,\N
tt0156432,The Court Dancer: Raj Nartaki,Modhu Bose,Modhu Bose; Manmatha Ray
tt0156702,Dream Land,Vijay Bhatt,\N
tt0156704,\N,\N,\N
tt0157479,The Conquest of Canaan,George Irving,\N
tt0157581,Enga Veettu Pillai,Tapi Chanakya,D. V. Narasa Raju; Sakthi T. K. Krishnasamy
tt0157607,Extravagance,Burton L. King,Wallace Clifton; Aaron Hoffman
tt0157880,\N,\N,\N
tt0158457,Afsana,B.R. Chopra,I.S. Johar; I.S. Johar; I.S. Johar
tt0158462,Amore mio,Raffaello Matarazzo,Raffaello Matarazzo; Raffaello Matarazzo
tt0158464,Anath Ashram,Hemchandra Chunder,Kidar Nath Sharma
tt0158736,The Fast Set,Pierre Foucaud,Alice Colanis
tt0159101,Out of the Cold,Aleksandr Buravskiy,Aleksandr Buravskiy; Alex Kustanovich
tt0159434,The Faking of the President,Jeanne Abel; Alan Abel,Murray Hurwitz; Jeanne Abel; Alan Abel
tt0160596,With or Without You,Michael Winterbottom,John Forte
tt0160830,Sergeant X,Vladimir Strizhevsky,A. Loukine; Vladimir Strizhevsky
tt0161215,"¡A volar, joven!",Miguel M. Delgado,Paul Colline; Miguel M. Delgado
tt0161378,Carnevalesca,Amleto Palermi,Lucio D'Ambra
tt0161927,\N,\N,\N
tt0163131,The Other Girl,Percy Winter,\N
tt0163207,\N,\N,\N
tt0163623,Fata Morgana,Elefterie Voiculescu,Florian Grecea; Ion Grecea
tt0163629,\N,\N,\N
tt0164064,\N,\N,\N
tt0165100,The Telephone Bar,Claude Barrois,Claude Néron
tt0165612,Alf's Baby,Maclean Rogers,A.P. Dearsley
tt0165655,Grease Rock,Michele Massimo Tarantini,Michele Massimo Tarantini; Alessandro Capone; Pino Pellegrino
tt0165753,Emily's Ghost,Colin Finbow,Colin Finbow
tt0165846,Kill the Man,Tom Booker; Jon Kean,Jon Kean; Tom Booker
tt0166151,La grande ora: Concilio ecumenico vaticano II,Antonio Petrucci,\N
tt0166233,When the Dead Start Singing,Krsto Papić,Krsto Papić; Mate Marišić
tt0166873,Watch Beverly,Arthur Maude,N.W. Baring-Pemberton; John Cousins
tt0167290,Misty,Toshiharu Ikeda,Toshiharu Ikeda; Masahito Kagawa
tt0168205,Taken Alive,Philip Marcus,Franco Columbu; Christopher Holmes; Bobb Hopkins; Donna Jeffries
tt0168581,\N,\N,\N
tt0168584,The Cigarette Girl,William Parke,\N
tt0168631,Innocents,Gregory Marquette,Gregory Marquette
tt0168722,Dům ztraceného štěstí,Josef Rovenský,Josef Rovenský; Martin Frič
tt0169004,Mazlíček,Martin Frič,Martin Frič; Hugo Haas; Hugo Haas; Martin Frič
tt0169062,"My Dog, Buddy",Ray Kellogg,Ray Kellogg
tt0169307,\N,\N,\N
tt0169975,\N,\N,\N
tt0170336,A Child of Community,Mladomir 'Puriša' Đorđević,Mladomir 'Puriša' Đorđević; Miodrag Đurđević
tt0170407,Pizza King,Ole Christian Madsen,\N
tt0170483,På spaning,Ulf von Strauss,Ulf von Strauss
tt0170494,\N,\N,\N
tt0170648,\N,\N,\N
tt0171388,Hyena of London,Gino Mangini,Gino Mangini
tt0172299,Duty and Sacrifice,Ion Sahighian,\N
tt0172723,\N,\N,\N
tt0173390,Sugar Town,Allison Anders; Kurt Voss,Kurt Voss; Allison Anders
tt0174073,Nona,Grisha Ostrovski,Yordan Yovkov; Stefan Tsanev
tt0174131,The Other Woman,Ivan Pyryev,Nikolay Erdman; Anatoli Marienhof
tt0174280,\N,\N,\N
tt0174993,About Show-White,Věra Plívová-Šimková,Věra Plívová-Šimková; Věra Plívová-Šimková; František Pavlíček
tt0175267,Two-Fisted Jefferson,Roy Clements,Roy Clements
tt0175721,\N,\N,\N
tt0175848,Let's Have a Murder,John E. Blakeley,John E. Blakeley
tt0175892,"On Tuesdays, Orchids",Francisco Múgica,Carlos Olivari; Sixto Pondal Ríos; Francisco Oyarzábal
tt0175936,\N,\N,\N
tt0176485,\N,\N,\N
tt0176539,\N,\N,\N
tt0176648,\N,\N,\N
tt0177159,Ratrace,Valentin Hitz,\N
tt0177845,Hotel Splendide,Terence Gross,Terence Gross
tt0178294,Capitán Veneno,Henri Martinent,Enrique Amorim; Ramón Gómez Macía
tt0178393,\N,\N,\N
tt0178506,Challenge of the Gladiator,Domenico Paolella,Alessandro Ferraù; Domenico Paolella
tt0178850,Psique y Sexo,Ernesto Bianco; Enrique Cahen Salaberry; Dino Minniti; Manuel Antín,Mariucha y Lugano; Ernesto Bianco
tt0178930,The Third Kiss,Luis César Amadori,Luis César Amadori
tt0178966,A Cia Cinematográfica Vera Cruz,Jean-Claude Bernardet; João Batista de Andrade,\N
tt0178970,Rape,Pierre Chevalier,Marius Lesoeur; Pierre Chevalier
tt0178986,Where the North Holds Sway,Bennett Cohen,Bennett Cohen; Evan Merritt Post
tt0179664,El baisano Jalil,Joaquín Pardavé,Adolfo Fernández Bustamante
tt0179696,"...But Then, She's Betty Carter",Michelle Parkerson,Michelle Parkerson
tt0179886,Io con te non ci sto più,Gianni Amico,Francesco Tullio Altan; Enzo Ungari; Gianni Amico
tt0180467,Babylon Pink III,Henri Pachard,Henri Pachard
tt0180669,A Funny Girl,Takis Vougiouklakis,Lakis Mihailidis
tt0180725,The War of Pelados,Sylvio Back,\N
tt0180749,And the Woman Shall Fear Her Husband,Yorgos Tzavellas,Yorgos Tzavellas
tt0181335,"Cada hogar, un mundo",Carlos F. Borcosque,\N
tt0181633,Kiss the Girls,Giannis Dalianidis,Giannis Dalianidis
tt0181686,Mientras haya un circo,Carlos F. Borcosque,Carlos F. Borcosque
tt0181689,Minority Report,Steven Spielberg,Scott Frank; Jon Cohen
tt0181764,\N,\N,\N
tt0181998,Carnaval Atlântida,José Carlos Burle,Victor Lima; Berliet Jr.; José Carlos Burle; Victor Lima; Victor Lima
tt0183285,Irresistible II,Gary Graver,\N
tt0183301,Jewel of the Nite,\N,Jacques Khoulter
tt0183337,Kaplanlar,Cüneyt Arkın; Çetin İnanç,Cüneyt Arkın
tt0183384,LSD Flesh of Devil,Massimo Mida,Odoardo Fiory; Massimo Mida; Tiziano Cortini; Vittorio Orano; Bruno Baratti
tt0183787,\N,\N,\N
tt0183951,"People, Years, Life",Yervant Gianikian; Angela Ricci Lucchi,Yervant Gianikian; Angela Ricci Lucchi
tt0184060,You Are Here,Tom Rooney,Tom Rooney
tt0184440,Enigma for Demons,Carlos Hugo Christensen,Carlos Hugo Christensen
tt0185287,Don Bildigerno en Pago Milagro,Antonio Ber Ciani,Yamandu Rodríguez
tt0185925,\N,\N,\N
tt0186071,I Killed Lucio Flavio,Antônio Calmon,Alberto Magno; Leopoldo Serran
tt0186103,\N,\N,\N
tt0186240,The Invisibles,Noah Stern,Noah Stern
tt0186601,The Naughty Girl,Ting Shan-Hsi,Ting Shan-Hsi
tt0186626,To You with Love,Sung Tsun Shou,Sung Hsiang-yu
tt0186725,Zatoichi's Cane Sword,Kimiyoshi Yasuda,Ryōzō Kasahara
tt0186794,Thaayillamal Naanillai,R. Thyagarajan,Sandow M.M.A. Chinnappa Devar; Sandow M.M.A. Chinnappa Devar
tt0187097,\N,\N,\N
tt0187363,OSS 77 - Operation Lotus Flower,Bruno Paolinelli,Bruno Paolinelli; Claudio Biondi
tt0187401,Pilot Premnath,A. C. Tirulokchandar,\N
tt0187477,\N,\N,\N
tt0188204,Un soltero en apuros,Alberto Dubois,Pastor y Rojas
tt0188309,The Education in Love of Valentin,Jean L'Hôte,\N
tt0188442,Part-Time Lifeguards,Carlos Galettini,Salvador Valverde Calvo
tt0188524,Couturier de mon coeur,Raymond de Cesse; René Jayet,\N
tt0188728,\N,\N,\N
tt0189219,Spring in a Small Town,Fei Mu,Li Tian-Ji
tt0189427,\N,\N,\N
tt0189448,Courage for Two,Dell Henderson,Hamilton Smith
tt0189658,Lola's Lolos,Bernard Dubois,\N
tt0189742,\N,\N,\N
tt0189762,A Moreninha,Glauco Mirko Laurelli,Glauco Mirko Laurelli
tt0189889,"Paraíba, Vida e Morte de um Bandido",Victor Lima,Victor Lima
tt0189953,\N,\N,\N
tt0190151,\N,\N,\N
tt0190380,\N,\N,\N
tt0190458,His Wife's Friend,Joseph De Grasse,\N
tt0190460,Hoje o Galo Sou Eu!,Aloisio T. de Carvalho,Ronaldo Lupo; Chico Anysio; José Wanderley
tt0190520,Land of Doom,Peter Maris,Craig Rand
tt0190581,House of Sleeping Beauties,Hiroto Yokoyama,Toshirō Ishidō
tt0191315,Night of the Female,Fauzi Mansur,Marcos Rey; Fauzi Mansur
tt0191625,Barbara the Fair with the Silken Hair,Aleksandr Rou,Mikhail Chuprin
tt0191828,The Big Blow,Reinaldo Marcus Green,\N
tt0192022,The Spanking,Pierre Caron,\N
tt0192069,Gendernauts: A Journey Through Shifting Identities,Monika Treut,Monika Treut
tt0192135,\N,\N,\N
tt0192330,\N,\N,\N
tt0192429,\N,\N,\N
tt0192490,\N,\N,\N
tt0192788,Where the Red Fern Grows,Lyman Dayton; Sam Pillsbury,Lyman Dayton; Eleanor Lamb; Douglas C. Stewart; Sam Pillsbury
tt0193022,Prince of Broadcasters,Patrick Lung Kong,Patrick Lung Kong
tt0193119,\N,\N,\N
tt0193124,Double Role,Jaromil Jireš,Jaroslava Moserová-Davidová; Jaromil Jireš; Jaroslava Moserová-Davidová
tt0193236,\N,\N,\N
tt0193366,Our Friends the Hayseeds,Beaumont Smith,Beaumont Smith
tt0193565,Third at Heart,Jacques de Casembroot,\N
tt0193571,The Grey Rats,Emilio Ghione,Pio Vanzi; Emilio Ghione
tt0193613,Voyeur,Michael Goi,Michael Goi
tt0193657,\N,\N,\N
tt0194339,Se rematan ilusiones,Mario C. Lugones,Wilfredo Jiménez
tt0194540,The Nuremberg Trials,Félix Podmaniczky,Joe J. Heydecker; Johannes Leeb
tt0194686,Balada para un mochilero,Carlos Rinaldi,Norberto Aroldi; Carlos Rinaldi; Rodolfo M. Taboada
tt0194909,5 Bemerkungen zum Dokumentarfilm,Gisela Tuchtenhagen,Gisela Tuchtenhagen
tt0195175,\N,\N,\N
tt0195315,Strangers,Anthony Spinelli,Anthony Spinelli
tt0195325,Fire!,Adama Drabo,Adama Drabo
tt0195633,Death Is Not The End,\N,\N
tt0195692,\N,\N,\N
tt0195898,Madame Louise,Maclean Rogers,Michael Pertwee
tt0196179,Unrecht Gut gedeiht nicht,Jakob Fleck; Luise Fleck,Jakob Fleck; Luise Fleck
tt0196730,Madonnas and Men,B.A. Rolfe,Carey Wilson; Edmund Goulding; Violet Clark
tt0196892,Querida Suzana,Alberto Pieralisi,Alberto Pieralisi; Alipio Ramos
tt0197299,Black Sea Raid,Jenő Hódi,\N
tt0197819,Retribuição,Gentil Roiz,Gentil Roiz
tt0197968,\N,\N,\N
tt0198472,Faut réparer Sophie,Alexandre Ryder,\N
tt0198588,The Chinese Mack,Ta-Chuan Hsu,Wu Tie-Yi
tt0198869,\N,\N,\N
tt0199131,Voyage illusoire,Georges Dufaux,\N
tt0199578,Feminism,Errikos Thalassinos,Errikos Thalassinos; Theodoros Katsadramis
tt0199978,The Fake Theodore,Vasilis Papazoglou,Vasilis Betsos
tt0200250,Vení conmigo,Luis Saslavsky,\N
tt0200614,Love and Betrayal,Hristos Kyriakopoulos,Nikos Foskolos
tt0201506,Viejo Reales' Long Journey to Death,Gerardo Vallejo,Fernando E. Solanas; Octavio Getino; Gerardo Vallejo
tt0201875,\N,\N,\N
tt0202000,Todo el año es Navidad,Román Viñoly Barreto,Horacio S. Meyrialle
tt0202460,Sophie's Misfortune,Jacqueline Audry,\N
tt0202587,Siberian Express,Haruo Mizuno,Haruo Mizuno
tt0202991,Song of Spring,Simon Koster,Simon Koster; Lydia Krienen
tt0203277,A casa di Irma,Alberto Bader,Gianni Biondillo; Vinicio Canton; Roberta Giudetti
tt0203369,Calore in corpo,Arduino Sacco,\N
tt0203463,Drei Kaiserjäger,Franz Hofer,\N
tt0203561,\N,\N,\N
tt0203669,\N,\N,\N
tt0203943,The Squatter's Daughter,Bert Bailey,\N
tt0204270,Detective transex,Luigi Soldati,\N
tt0204355,"Grenada, Grenada, My Grenada",Roman Karmen,\N
tt0204568,\N,\N,\N
tt0204789,\N,\N,\N
tt0204863,Beby la figlia libidinosa,Mario Bianchi,\N
tt0204887,Bella entre las flores,Miguel Somera,\N
tt0204965,\N,\N,\N
tt0205210,اللقاء الثاني,Hasan El-Saifi,Mohamed Osman
tt0205373,\N,\N,\N
tt0206226,Psycho Beach Party,Robert Lee King,Charles Busch
tt0206258,Rádio Pirata,Lael Rodrigues,Yoya Wursch
tt0206767,Just Like a Cat,Gianni Cozzolino,Ninì Grassia
tt0207233,\N,\N,\N
tt0207271,Sirens of the Deep,Steve Wang,\N
tt0207597,Manny's Orphans,Sean S. Cunningham,Steve Miner; Victor Miller
tt0207606,Mirador,Werner Nekes,Werner Nekes
tt0207811,A Woman in the Night,Edmond T. Gréville,Jean Bernard-Luc; Jacques Companéez; Pierre Laroche
tt0207984,\N,\N,\N
tt0207994,\N,\N,\N
tt0208779,Things Fall Apart,Hansjürgen Pohland,Fern Mosk
tt0209371,Stress,Corrado Prisco,Corrado Prisco; Mauro Bologna
tt0210773,Jam Session (The Official Bootleg of Kikujiro),Makoto Shimazaki,\N
tt0211059,Il trasloco,Renato De Maria,Giampietro Huber; Renato De Maria; Franco Bifo Berardi
tt0211068,Il treno del sabato,Vittorio Sala,Marcello Fondato; Vittorio Sala; Adriano Baracco
tt0211425,The Bride Napping,Yan Jun,King Hu
tt0211492,The Luzhin Defence,Marleen Gorris,Peter Berry
tt0211570,\N,\N,\N
tt0211906,African Jim,Donald Swanson,\N
tt0212048,Cause Of Death,Marc S. Grenier,Les Weldon
tt0212111,\N,\N,\N
tt0212301,The Last Grave at Dimbaza,Pascoe Macfarlane; Chris Curling; Nana Mahome,\N
tt0212423,The Personals,Chen Kuofu,Chen Kuofu; Chen Shih-Chieh
tt0212527,\N,\N,\N
tt0213272,El séptimo cielo,Juan Fischer,\N
tt0214222,L'ultima volta insieme,Ninì Grassia,Graziella Marsetti; Ninì Grassia; Ninì Grassia
tt0214625,Dev Pavla,\N,\N
tt0215201,\N,\N,\N
tt0215323,Venere creola,Lorenzo Ricciardi,Lorenzo Ricciardi; Lorenzo Ricciardi
tt0215792,\N,\N,\N
tt0215809,Glad Tidings,Wolf Rilla,Wolf Rilla
tt0216389,Crossroads of Love,Carmine Gallone,Filippo Folchi; Giorgio Mannini
tt0216733,Ektemann alene,Nils R. Müller,Nils R. Müller; Eva Seeberg
tt0216817,Hum Saath Saath Hain,Sooraj Barjatya,Sooraj Barjatya; Sooraj Barjatya
tt0216912,\N,\N,\N
tt0216987,\N,\N,\N
tt0218253,\N,\N,\N
tt0218256,Flesh of My Flesh,\N,\N
tt0218449,La mulata de Córdoba,Adolfo Fernández Bustamante,\N
tt0218998,The Game Is Set,Harry Wuest,Gary Mertin
tt0219012,\N,\N,\N
tt0219820,\N,\N,\N
tt0219854,The Kid,Jon Turteltaub,Audrey Wells
tt0220385,\N,\N,\N
tt0220389,God Wills It So,Luc Monheim,Dominique Rozan; Zoé Zurstrassen; Luc Monheim
tt0220494,\N,\N,\N
tt0220570,Ichijo's Wet Lust,Tatsumi Kumashiro,Tatsumi Kumashiro
tt0220594,Kartoos,Mahesh Bhatt,\N
tt0220703,Plenilune,Imanol Uribe,Elvira Lindo
tt0220716,\N,\N,\N
tt0221911,Deutsche Polizisten: Viele Kulturen - eine Truppe,Aysun Bademsoy,Aysun Bademsoy
tt0221999,\N,\N,\N
tt0222054,John the Fearless,Jef Cassiers,Jef Cassiers
tt0222096,Kalt ist der Abendhauch,Rainer Kaufmann,Kathrin Richter; Ralf Hertwig
tt0223123,\N,\N,\N
tt0223455,Afternoon Affair: Kyoto Holy Tapestry,Masaru Konuma,Takehiro Nakajima
tt0223801,Dark Story of a Japanese Rapist,Kōji Wakamatsu,Osamu Yamashita
tt0224274,\N,\N,\N
tt0225177,\N,\N,\N
tt0225553,\N,\N,\N
tt0226050,\N,\N,\N
tt0226598,\N,\N,\N
tt0227539,\N,\N,\N
tt0229340,Dinner Rush,Bob Giraldi,Rick Shaughnessy; Brian S. Kalata
tt0229603,Mysterious Britain,Rubert Barker,Paolo De Paolis
tt0230075,\N,\N,\N
tt0230301,Hombres del mar,Chano Urueta,Chano Urueta; Margarita Urueta
tt0230349,Jacke wie Hose,Eduard Kubat,Jan Koplowitz; Arthur Pohl
tt0230553,\N,\N,\N
tt0230625,\N,\N,\N
tt0230652,Spring of Life,Milan Cieslar,Vladimír Körner; Milan Cieslar
tt0230656,Father's Law,Marek Kondrat,Michał Szczerbic
tt0230921,Family Pack,Chris Vander Stappen,Chris Vander Stappen
tt0231150,Anita,Raj Khosla,\N
tt0231209,Baap Re Baap,Abdul Rashid Kardar,S.N. Banerjee; Jagdish Kanwal
tt0231349,Ernoa's Way,René Coiffard; Louis Delluc,\N
tt0231866,To kanarini podilato,Dimitris Stavrakas,Vasilis Spiliopoulos; Stavros Tsiolis; Dimitris Stavrakas
tt0231886,Let the Cobbler Stick to His Last,Kostas Andritsos,Giorgos Lazaridis
tt0231887,Κατηγορώ τους δυνατούς,Apostolos Tegopoulos,Hristos Kyriakos
tt0232245,Όταν ξυπνά το παρελθόν,Grigoris Grigoriou,Kostas Asimakopoulos; Nestoras Matsas
tt0232484,Puberun,Prabhat Mukhopadhyay,K.C. Roy
tt0233007,L'île jaune,Jean Cousineau,\N
tt0233226,Anokha Bandhan,Mehul Kumar,\N
tt0233574,The Dracula Dynasty,Alfredo B. Crevenna; Claudia Becker,Jorge Patiño
tt0234102,The Light of Love,Gunther Scholz,Wolf Müller; Gunther Scholz; Henrik Hertz
tt0234363,Der Nürnberger Parteitag der Nationalsozialistischen Deutschen Arbeiterpartei,Baldur von Schirach,\N
tt0234727,\N,\N,\N
tt0235202,Oh shorties… how many!,Rolando Aguilar,\N
tt0235263,Căruța cu mere,George Cornea,Dumitru Radu Popescu
tt0235474,I Like to See the Wheels Turn,Giles Walker,\N
tt0235522,Kokila,Balu Mahendra,Balu Mahendra; Balu Mahendra
tt0235816,\N,\N,\N
tt0235822,Tokende,Gérard De Boe,\N
tt0236155,\N,\N,\N
tt0236332,\N,\N,\N
tt0236480,\N,\N,\N
tt0236508,\N,\N,\N
tt0236690,\N,\N,\N
tt0236880,The Hotel of the Corrupt,Dimitris Athanasiadis,Dimitris Athanasiadis
tt0237072,Cannibal Rollerbabes,Kalman Szegvary,Jason Wolthuizen
tt0237440,\N,\N,\N
tt0238625,Staatsinrichting 3/13 UIP R.T.,Elsbeth Dijkstra,\N
tt0239103,Mist,Krisztina Deák,\N
tt0239259,\N,\N,\N
tt0240108,\N,\N,\N
tt0240344,\N,\N,\N
tt0240473,The Edelweiss Pirates,Niko von Glasow,Kiki von Glasow; Niko von Glasow
tt0241190,\N,\N,\N
tt0241644,Eyes of the Spider,Kiyoshi Kurosawa,Yōichi Nishiyama; Kiyoshi Kurosawa
tt0241645,Bruce Lee Versus Gay Power,Adriano Stuart,Rajá de Aragão; Alfredo Palácios; Adriano Stuart; Walther Negrão
tt0241667,\N,\N,\N
tt0241802,Parallel Worlds,Petr Václav,Petr Václav; Marie Desplechin
tt0241934,Sans elle...,Anna da Palma,Anna da Palma
tt0242045,\N,\N,\N
tt0242360,\N,\N,\N
tt0242441,The Long Awaited Desperate Love,Julián Pastor,Emilio Carballido
tt0242468,Frisians in Peril,Willi Krause,\N
tt0242675,Mi esposa busca novio,Carlos Orellana,Carlos Orellana; Eugenio Heltai
tt0242916,Summer Children,James Bruner,Norman Handelsman
tt0243390,Lotat,Taru Mäkelä,Irma Taina; Taru Mäkelä
tt0244752,\N,\N,\N
tt0245704,Alludaa Majakaa,E.V.V. Satyanarayana,Posani Krishna Murali
tt0246190,Rani and Lalpari,Ravikant Nagaich,Pandit Puranik
tt0247291,Dilli Ka Thug,S.D. Narang,S.D. Narang; S.D. Narang
tt0247576,"Nezlob, Kristino",Vladimír Čech,Vladimír Neff
tt0247744,Super Spook,Tony Major,\N
tt0248601,Forget America,Vanessa Jopp,Maggie Peren
tt0248666,\N,\N,\N
tt0249086,Poor Liza,Slava Tsukerman,Sophia Romma
tt0249109,"Red Maid, the Matchmaker",Lung To,Fung King
tt0250067,The Trip,Miles Swain,Miles Swain
tt0250129,¿Y si Cristóbal despierta?,Sonia Valentín,Bernardo Romero Pereiro; Juan Camilo Jaramillo
tt0250342,Dirty Rice,Pat Mire,Pat Mire
tt0250361,\N,\N,\N
tt0250507,La loca,Miguel Zacarías,Edmundo Báez; Miguel Zacarías
tt0250533,\N,\N,\N
tt0250563,\N,\N,\N
tt0250759,Sutradhaarulu,K. Viswanath,\N
tt0251318,\N,\N,\N
tt0251399,\N,\N,\N
tt0252195,Weaknesses,Angelos Fortounas,Angelos Fortounas
tt0252656,Lebanon at Night,Muhammad Selman,\N
tt0252665,Ghislain Lambert's Bicycle,Philippe Harel,Benoît Poelvoorde; Philippe Harel; Olivier Dazat
tt0252703,Less Is More,Pascal Jongen; Michael Lehmann,Pascal Jongen
tt0253109,\N,\N,\N
tt0253252,The Burning Mountains,Luis Trenker; Joë Hamman,\N
tt0253540,\N,\N,\N
