tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0113840,"mother dao, the turtlelike",vincent monnikendam,vincent monnikendam,\N,\N,\N
tt0113876,\N,\N,\N,\N,\N,\N
tt0114211,\N,\N,\N,\N,\N,\N
tt0114293,romancing sara,lawrence lanoff,lawrence lanoff,romancing sara,lawrence lanoff,\N
tt0114474,small faces,gillies mackinnon,billy mackinnon; gillies mackinnon,small faces,gillies mackinnon,william mackinnon
tt0114485,all of them witches,daniel gruener,daniel gruener; gabriel gonzalez melendez,all of them witches,daniel gruener,\N
tt0114616,tarantella,helen de michiel,helen de michiel; richard hoblock,tarantella,helen de michiel,helen de michiel
tt0114709,toy story,john lasseter,alec sokolow; andrew stanton; joel cohen; joss whedon,toy story,john lasseter,alec sokolow; andrew stanton; joe ranft; joel cohen; john lasseter; joss whedon; pete docter
tt0114732,the three brothers,bernard campan; didier bourdon,bernard campan; didier bourdon; michel lengliney,the three brothers,bernard campan; didier bourdon,bernard campan; didier bourdon; michel lengliney
tt0114775,a summer in la goulette,ferid boughedir,ferid boughedir,a summer in la goulette,ferid boughedir,ferid boughedir; nouri bouzid
tt0114883,\N,\N,\N,\N,\N,\N
tt0115007,school days,chin aohsun,\N,school days,chu yenping,\N
tt0115622,scarred memory,ray leung kahei,au kincheong; hsu jentu; ray leung kahei; steve cheng waiman; wong safai,\N,\N,\N
tt0115630,baseball girls,lois siegel,lois siegel,baseball girls,lois siegel,\N
tt0116169,edie & pen,matthew irmas,victoria tennant,edie & pen,matthew irmas,victoria tennant
tt0116341,forest warrior,aaron norris,galen thompson; ron swanson,forest warrior,aaron norris,\N
tt0116529,hide and seek,su friedrich,cathy nan quinlan; su friedrich,hide and seek,su friedrich,\N
tt0116534,my secret cache,shinobu yaguchi,shinobu yaguchi; takuji suzuki,my secret cache,shinobu yaguchi,shinobu yaguchi; takuji suzuki
tt0116708,joe's so mean to josephine,peter wellington,peter wellington,joe's so mean to josephine,peter wellington,\N
tt0116843,white night,arnon zadok,arnon zadok; shlomo kfir; yoav halevy; yosh halevi,white night,arnon zadok,\N
tt0117161,sleeping man,kohei oguri,kiyoshi kenmochi; kohei oguri,sleeping man,kohei oguri,\N
tt0117305,passage to paradise,antonio baiocco,antonio baiocco; fabrizio bettelli,gentle into the night,antonio baiocco,antonio baiocco
tt0117699,sotto voce,mario levin,mario levin; roberto scheuer,sotto voce,mario levin,\N
tt0117826,bordello of blood,gilbert adler,a l katz; bob gale; gilbert adler; robert zemeckis,bordello of blood,gilbert adler,gilbert adler
tt0117956,3,christian de sica,christian de sica; giovanni veronesi,3,christian de sica,christian de sica; giovanni veronesi
tt0118992,the gods must be daring,michel deville,michel deville; rosalinde deville,the gods must be daring,michel deville,\N
tt0119074,\N,\N,\N,\N,\N,\N
tt0119303,home alone 3,raja gosnell,john hughes,home alone 3,raja gosnell,john hughes
tt0119388,\N,\N,\N,isana no umi,kazuhiro higaki,kazuhiro higaki
tt0119617,la vie de marianne,benoit jacquot,benoit jacquot; pierre de marivaux,\N,\N,\N
tt0119733,murmur of youth,lin chengsheng,lin chengsheng; soching ko,murmur of youth,lin chengsheng,\N
tt0119935,preaching to the perverted,stuart urban,stuart urban,preaching to the perverted,stuart urban,\N
tt0120142,the 6th man,randall miller,christopher reed; cynthia carle; don rhymer,the 6th man,randall miller,\N
tt0120692,strike!,sarah kernochan,sarah kernochan,all i wanna do,sarah kernochan,sarah kernochan
tt0121473,poor chasers,pai chingjui,chang yunghsiang,a pair of silly birds,\N,\N
tt0122367,\N,\N,\N,\N,\N,\N
tt0122864,addicted to love,paul thomas,chad randolph; marc cushman,\N,\N,\N
tt0123028,the betrayal,tokuzo tanaka,seiji hoshikawa; tsutomu nakamura,the betrayal,tokuzo tanaka,seiji hoshikawa
tt0123061,\N,\N,\N,\N,\N,\N
tt0123253,journey to the land of the traveler,bahman kiarostami,\N,journey to the land of the traveller,bahman kiarostami,abbas kiarostami
tt0123331,going astray,khosrow sinai,\N,going astray,khosrow sinai,khosrow sinai
tt0123385,artemisia,agnes merlet,agnes merlet; christine miller; patrick amos,artemisia,agnes merlet,agnes merlet
tt0123518,blonde fire,bob chinn,jeffrey fairbanks,\N,\N,\N
tt0123558,\N,\N,\N,\N,\N,\N
tt0123625,campus girls,richard dantoni,lawrence mayer,\N,\N,\N
tt0123711,come with me my love,doris wishman,bran toulose; doris wishman,\N,\N,\N
tt0123964,life,ted demme,matthew stone; robert ramsey,life,ted demme,\N
tt0124104,mr. aiello,paul tana,bruno ramirez; paul tana; tony nardi,mr. aiello,paul tana,\N
tt0124928,wienerbarnet,arne weel,fleming lynge; svend rindom,\N,arne weel,fleming lynge; sam ask; svend rindom
tt0125032,cardboard hotel,sirus alvand,\N,hotel carton,sirus alvand,ahmad najafi; sirus alvand
tt0125215,i'm no virgin,\N,\N,\N,\N,\N
tt0125949,best enemies,david baker,david baker; paul davies,niel lynne,david baker,\N
tt0126031,\N,\N,\N,\N,\N,\N
tt0126283,the end of war,dragan kresoja,gordan mihic,the end of the war,dragan kresoja,\N
tt0127072,paprika,joe damato,\N,\N,\N,\N
tt0127136,polymorph,jr bookwalter,james l edwards; jr bookwalter,polymorph,jr bookwalter,\N
tt0127176,psychedelic sexualis,albert zugsmith,albert zugsmith,psychedelic sexualis,albert zugsmith,\N
tt0127575,girl in trouble,brandon chase,anthony naylor; brandon chase,girl in trouble,\N,\N
tt0127874,the sexaholic,richard goodman,richard goodman,\N,\N,\N
tt0128066,\N,\N,\N,\N,\N,\N
tt0128187,\N,\N,\N,\N,\N,\N
tt0128417,\N,\N,\N,\N,\N,\N
tt0128611,stiff competition,paul vatelli,colin de jacques; paul vatelli; steve h mehoff,\N,\N,\N
tt0128966,black mirror,pierrealain jolivet,arthur samuels; jean genet; jeanclaude carriere; pierrealain jolivet,black mirror,pierrealain jolivet,\N
tt0129170,\N,\N,\N,\N,\N,\N
tt0129273,the olsen gang,knut bohwim,erik balling; henning bahs,olsenbanden,knut bohwim,henning bahs
tt0129352,\N,\N,\N,\N,\N,\N
tt0129993,the sky-blue evening dress,erich engels,\N,\N,\N,\N
tt0130259,\N,\N,\N,\N,\N,\N
tt0130331,under den gamle fane,olaf fnss,richard lund,\N,olaf fnss,richard lund
tt0130619,\N,\N,\N,\N,\N,\N
tt0130713,\N,\N,\N,\N,\N,\N
tt0130730,the lighthouse keepers,jean gremillon,jacques feyder,the lighthouse keepers,jean gremillon,jacques feyder
tt0130735,gesche's poison,walburg von waldenfels,christian frosch; walburg von waldenfels,\N,\N,\N
tt0130757,the harpist,hansjorg thurn,\N,the harpist,hansjorg thurn,\N
tt0130971,the long winter,michel brault,michel brault,the long winter,michel brault,michel brault
tt0130996,the satan killer,steve sayre,edward benton; james brandauer,the satan killer,steve sayre,eddie benton
tt0131775,\N,\N,\N,\N,\N,\N
tt0131880,\N,\N,\N,\N,\N,\N
tt0131978,blood orgy of the leather girls,meredith lucas,meredith lucas; sarah dicken,blood orgy of the leather girls,\N,\N
tt0132051,\N,\N,\N,\N,\N,\N
tt0132062,\N,\N,\N,\N,\N,\N
tt0132204,hatschipuh,ulrich konig,franz marischka; leon pulwer; ulrich konig,hatschipuh,ulrich konig,\N
tt0132455,perola do atlantico,heinrich gartner; mota da costa,\N,\N,\N,\N
tt0132662,stargames,greydon clark,david reskin; greydon clark,star games,greydon clark,\N
tt0132878,\N,\N,\N,\N,\N,\N
tt0133709,the debt,manuel jose alvarez; nicolas buenaventura,\N,the debt,manuel jose alvarez; nicolas buenaventura,\N
tt0133752,fallen arches,ron cosentino,ron cosentino,fallen arches,ron cosentino,\N
tt0133890,\N,\N,\N,\N,\N,\N
tt0134662,the bitter fruit,arthur gregor; jose lopez rubio,salvador de alberich; tono,\N,\N,\N
tt0134803,\N,\N,\N,madhubala,\N,\N
tt0134929,raw talent,larry revene,joyce snyder,raw talent,larry revene,\N
tt0135131,\N,\N,\N,\N,\N,\N
tt0135370,\N,\N,\N,\N,\N,\N
tt0135420,fight that ghost,sam newfield,sam newfield; ted toddy,fight that ghost,sam newfield,\N
tt0136169,eros center hamburg,gunter hendel,alois brummer,\N,gunter hendel,\N
tt0136235,\N,kostas dritsas,kostas dritsas,\N,\N,\N
tt0136345,kongo-express,eduard von borsody,\N,congo express,eduard von borsody,ernst von salomon
tt0136527,bullets don't come back,nikos foskolos,nikos foskolos,bullets don't come back,nikos foskolos,nikos foskolos
tt0137512,faschingszauber,rudolf dworsky; rudolf waltherfein,walter reisch,carnival magic,rudolf waltherfein,\N
tt0137700,\N,\N,\N,\N,\N,\N
tt0137854,\N,\N,\N,\N,\N,\N
tt0137955,miljoonaliiga,maunu kurkvaara,jaakko pakkasvirta; maunu kurkvaara,\N,maunu kurkvaara,\N
tt0138074,santa and the ice cream bunny,r winer,hans christian andersen,santa and the ice cream bunny,barry mahon,\N
tt0138477,die groe unbekannte,willi wolff,\N,the great unknown,willi wolff,\N
tt0138681,the opportunists,myles connell,myles connell,the opportunists,myles connell,\N
tt0138689,paging emma,roberto busogarcia,roberto busogarcia,paging emma,roberto busogarcia,\N
tt0138725,il professor matusa e i suoi hippies,carlo martinelli,carlo martinelli,\N,carlo martinelli,\N
tt0138734,raportti eli balladi laivatytoista,maunu kurkvaara,heikki ritavuori; maunu kurkvaara,a report,maunu kurkvaara,\N
tt0139398,kaajal,ram maheshwari,gulshan nanda; phani majumdar; z hussain,kaajal,ram maheshwari,gulshan nanda
tt0139571,\N,\N,\N,\N,\N,\N
tt0139654,training day,antoine fuqua,david ayer,training day,antoine fuqua,david ayer
tt0139809,the thirteenth floor,josef rusnak,josef rusnak; ravel centenorodriguez,the thirteenth floor,josef rusnak,josef rusnak
tt0140110,head nurse,tim davies,\N,\N,\N,\N
tt0140308,keine angst vor schwiegermuttern,erich engels,\N,don't worry about your mother-in-law,erich engels,hans wolff
tt0140347,mahalia jackson: the power and the glory,jeff scheftel,\N,\N,\N,\N
tt0140670,vaihdokas,teuvo puro,karl fager,vaihdokas,teuvo puro,\N
tt0140811,antti puuhaara,heikki partanen; katariina lahti; riitta rautoma,erkki makinen; heikki partanen; katariina lahti; riitta rautoma,antti the treebranch,heikki partanen; katariina lahti,\N
tt0140876,\N,\N,\N,\N,\N,\N
tt0141236,house of the rising moon,\N,\N,\N,\N,\N
tt0141343,gli inaffidabili,jerry cala,gino capone; jerry cala,gli inaffidabili,jerry cala,jerry cala
tt0141413,jacqueline,david decoteau,\N,\N,\N,\N
tt0141529,the tent show,carlos avila,carlos avila; edit villarreal,\N,\N,\N
tt0141634,the mysteries of paris,albert capellani,albert capellani,the mysteries of paris,\N,\N
tt0141874,passion,gyorgy feher,bela tarr; gyorgy feher,passion,gyorgy feher,bela tarr; gyorgy feher
tt0142288,\N,\N,\N,\N,\N,\N
tt0143437,charlotte wets her panties,francis leroi,francis leroi,looking good,francis leroi,\N
tt0143520,\N,\N,\N,\N,\N,\N
tt0143737,\N,\N,\N,\N,\N,\N
tt0144117,the boondock saints,troy duffy,troy duffy,the boondock saints,troy duffy,troy duffy
tt0144442,\N,\N,\N,\N,\N,\N
tt0144608,sinbad: beyond the veil of mists,alan jacobs; evan ricks,jeff wolverton,sinbad: beyond the veil of mists,alan jacobs,\N
tt0144778,ava & gabriel: a love story,felix de rooy,felix de rooy; norman de palm,\N,\N,\N
tt0144933,\N,\N,\N,\N,\N,\N
tt0145254,out of phoenix bridge,li hong,\N,out of phoenix bridge,hong li,\N
tt0145814,heaven sent,craig clyde,craig clyde; james hennessy,heaven sent,craig clyde,craig clyde; james hennessy
tt0146237,restless passion,hal freeman,philip dennis connors,\N,\N,\N
tt0146281,the end of milton levy,nissim dayan,nissim dayan,sofo shel milton levi,nissim dayan,nissim dayan
tt0146329,two off the cuff,bob godfrey,stan hayward,two off the cuff,\N,\N
tt0147216,\N,\N,\N,\N,\N,\N
tt0147643,unbowed,nanci rossov,mildred lewis,\N,\N,\N
tt0148245,\N,\N,\N,\N,\N,\N
tt0148445,\N,\N,\N,\N,\N,\N
tt0148462,men cry bullets,tamara hernandez,tamara hernandez,men cry bullets,\N,\N
tt0148812,she's no angel,ron jeremy,\N,\N,\N,\N
tt0148891,6 faces of samantha,jack genero,\N,\N,\N,\N
tt0148894,\N,\N,\N,\N,\N,\N
tt0149026,brides of lucifer,\N,\N,\N,\N,\N
tt0149652,\N,\N,\N,\N,\N,\N
tt0150892,her great price,edwin carewe,florence auer,her great price,edwin carewe,june mathis
tt0151405,lucerna,karel lamac,bohumir polach; frantisek kozik; vaclav wasserman,the lantern,karel lamac,bohumir polach; frantisek kozik; vaclav wasserman
tt0151805,\N,\N,\N,\N,\N,\N
tt0151856,\N,\N,\N,\N,\N,\N
tt0151990,a night in tiberias,herve bromberger,david greenberg; frederic grendel; herve bromberger,un soir a tiberiade,herve bromberger,\N
tt0152074,principe coronato cercasi per ricca ereditiera,giovanni grimaldi,giovanni grimaldi,principe coronato cercasi per ricca ereditiera,giovanni grimaldi,giovanni grimaldi
tt0152252,the times that are,pierre perrault,\N,the times that are,pierre perrault,\N
tt0152443,\N,\N,\N,the silver greyhound,bannister merwin,bannister merwin
tt0153032,this year's love,david kane,david kane,this year's love,david kane,\N
tt0153165,\N,\N,\N,\N,\N,\N
tt0153292,\N,\N,\N,\N,\N,\N
tt0153297,\N,\N,\N,\N,\N,\N
tt0153534,\N,\N,\N,\N,\N,\N
tt0154241,the blue ones of the sky,henri decoin,henri decoin,\N,henri decoin,\N
tt0155086,\N,\N,\N,rajani,\N,\N
tt0155401,\N,\N,\N,\N,\N,\N
tt0155685,trouble among widows,jacques poitrenaud,\N,trouble among widows,jacques poitrenaud,denys de la patelliere
tt0155994,\N,\N,\N,\N,\N,\N
tt0156432,the court dancer: raj nartaki,modhu bose,manmatha ray; modhu bose,raj nartaki,madhu,\N
tt0156702,dream land,vijay bhatt,\N,khwab ki duniya,vijay bhatt,\N
tt0156704,\N,\N,\N,\N,\N,\N
tt0157479,the conquest of canaan,george irving,\N,the conquest of canaan,george irving,\N
tt0157581,enga veettu pillai,tapi chanakya,d v narasa raju; sakthi t k krishnasamy,enga veettu pillai,tapi chanakya,sakthi t k krishnasamy
tt0157607,extravagance,burton l king,aaron hoffman; wallace clifton,extravagance,burton l king,\N
tt0157880,\N,\N,\N,\N,\N,\N
tt0158457,afsana,br chopra,is johar,afsana,baldev raj chopra,i s johar
tt0158462,amore mio,raffaello matarazzo,raffaello matarazzo,\N,raffaello matarazzo,\N
tt0158464,anath ashram,hemchandra chunder,kidar nath sharma,\N,\N,\N
tt0158736,the fast set,pierre foucaud,alice colanis,mademoiselle strip-tease,pierre foucaud,\N
tt0159101,out of the cold,aleksandr buravskiy,aleksandr buravskiy; alex kustanovich,\N,\N,\N
tt0159434,the faking of the president,alan abel; jeanne abel,alan abel; jeanne abel; murray hurwitz,\N,\N,\N
tt0159495,\N,\N,\N,jakko,fritz peter buch,fritz peter buch
tt0160596,with or without you,michael winterbottom,john forte,with or without you,michael winterbottom,john forte
tt0160830,sergeant x,vladimir strizhevsky,a loukine; vladimir strizhevsky,sergeant x,vladimir strizhevsky,\N
tt0161215,"a volar, joven!",miguel m delgado,miguel m delgado; paul colline,"fly away, young man!",miguel m delgado,jaime salvador
tt0161378,carnevalesca,amleto palermi,lucio dambra,carnevalesca,amleto palermi,lucio dambra
tt0161927,\N,\N,\N,\N,\N,\N
tt0163131,the other girl,percy winter,\N,\N,\N,\N
tt0163207,\N,\N,\N,\N,\N,\N
tt0163623,fata morgana,elefterie voiculescu,florian grecea; ion grecea,fata morgana,\N,\N
tt0163629,\N,\N,\N,\N,\N,\N
tt0164064,\N,\N,\N,\N,\N,\N
tt0164857,\N,\N,\N,ruslan and ludmila,\N,\N
tt0165100,the telephone bar,claude barrois,claude neron,le bar du telephone,claude barrois,claude neron
tt0165612,alf's baby,maclean rogers,ap dearsley,alf's baby,maclean rogers,\N
tt0165655,grease rock,michele massimo tarantini,alessandro capone; michele massimo tarantini; pino pellegrino,disco crazy,michele massimo tarantini,alessandro capone
tt0165753,emily's ghost,colin finbow,colin finbow,\N,\N,\N
tt0165846,kill the man,jon kean; tom booker,jon kean; tom booker,kill the man,tom booker,\N
tt0166151,la grande ora: concilio ecumenico vaticano ii,antonio petrucci,\N,\N,\N,\N
tt0166233,when the dead start singing,krsto papic,krsto papic; mate marisic,when the dead start singing,krsto papic,krsto papic; mate matisic
tt0166647,\N,\N,\N,hleda se tata,frank daniel,frank daniel
tt0166873,watch beverly,arthur maude,john cousins; nw baringpemberton,watch beverly,arthur maude,\N
tt0166948,\N,\N,\N,the adventures of the american rabbit,fred wolf,\N
tt0167290,misty,toshiharu ikeda,masahito kagawa; toshiharu ikeda,\N,\N,\N
tt0168205,taken alive,philip marcus,bobb hopkins; christopher holmes; donna jeffries; franco columbu,taken alive,philip marcus,\N
tt0168581,\N,\N,\N,"the chosen prince, or the friendship of david and jonathan",william v mong,\N
tt0168584,the cigarette girl,william parke,\N,the cigarette girl,william parke,\N
tt0168631,innocents,gregory marquette,gregory marquette,dark summer,gregory marquette,\N
tt0168722,dum ztraceneho stesti,josef rovensky,josef rovensky; martin fric,\N,\N,\N
tt0169004,mazlicek,martin fric,hugo haas; martin fric,the little pet,martin fric,hugo haas; martin fric
tt0169062,"my dog, buddy",ray kellogg,ray kellogg,"my dog, buddy",ray kellogg,\N
tt0169307,\N,\N,\N,cheyenne trails,robert j horner,\N
tt0169975,\N,\N,\N,\N,\N,\N
tt0170336,a child of community,mladomir purisa orevic,miodrag urevic; mladomir purisa orevic,opstinsko dete,mladomir purisa orevic,\N
tt0170407,pizza king,ole christian madsen,\N,pizza king,ole christian madsen,lars k andersen; ole christian madsen
tt0170483,pa spaning,ulf von strauss,ulf von strauss,\N,ulf von strauss,\N
tt0170494,\N,\N,\N,\N,arne brandhild,\N
tt0170648,\N,\N,\N,\N,\N,\N
tt0171388,hyena of london,gino mangini,gino mangini,the hyena of london,gino mangini,\N
tt0172299,duty and sacrifice,ion sahighian,\N,duty and sacrifice,ion sahighian,\N
tt0172723,\N,\N,\N,\N,\N,\N
tt0173390,sugar town,allison anders; kurt voss,allison anders; kurt voss,sugar town,allison anders; kurt voss,allison anders
tt0174073,nona,grisha ostrovski,stefan tsanev; yordan yovkov,\N,grisha ostrovski,stefan tsanev
tt0174131,the other woman,ivan pyryev,anatoli marienhof; nikolay erdman,\N,ivan pyryev,anatoly marienhof; nikolai erdman
tt0174280,\N,\N,\N,\N,\N,\N
tt0174993,about show-white,vera plivovasimkova,frantisek pavlicek; vera plivovasimkova,snow white,drahomira kralova; vera plivovasimkova,vera plivovasimkova
tt0175267,two-fisted jefferson,roy clements,roy clements,two-fisted jefferson,roy clements,\N
tt0175721,\N,\N,\N,\N,\N,\N
tt0175848,let's have a murder,john e blakeley,john e blakeley,let's have a murder,john e blakeley,\N
tt0175892,"on tuesdays, orchids",francisco mugica,carlos olivari; francisco oyarzabal; sixto pondal rios,"los martes, orquideas",francisco mugica,\N
tt0175936,\N,\N,\N,\N,\N,\N
tt0176485,\N,\N,\N,\N,\N,\N
tt0176539,\N,\N,\N,\N,\N,\N
tt0176648,\N,\N,\N,\N,\N,\N
tt0177159,ratrace,valentin hitz,\N,\N,\N,\N
tt0177845,hotel splendide,terence gross,terence gross,hotel splendide,terence gross,terence gross
tt0178294,capitan veneno,henri martinent,enrique amorim; ramon gomez macia,captain poison,henri martinent,\N
tt0178393,\N,\N,\N,\N,\N,\N
tt0178506,challenge of the gladiator,domenico paolella,alessandro ferrau; domenico paolella,challenge of the gladiator,domenico paolella,domenico paolella
tt0178850,psique y sexo,dino minniti; enrique cahen salaberry; ernesto bianco; manuel antin,ernesto bianco; mariucha y lugano,psique y sexo,enrique cahen salaberry; ernesto bianco; manuel antin,\N
tt0178930,the third kiss,luis cesar amadori,luis cesar amadori,the third kiss,luis cesar amadori,luis cesar amadori
tt0178966,a cia cinematografica vera cruz,jeanclaude bernardet; joao batista de andrade,\N,\N,\N,\N
tt0178970,rape,pierre chevalier,marius lesoeur; pierre chevalier,rape: the great fear,pierre chevalier,\N
tt0178986,where the north holds sway,bennett cohen,bennett cohen; evan merritt post,\N,\N,\N
tt0179664,el baisano jalil,joaquin pardave,adolfo fernandez bustamante,el baisano jalil,joaquin pardave; roberto gavaldon,adolfo fernandez bustamante
tt0179696,"...but then, she's betty carter",michelle parkerson,michelle parkerson,\N,\N,\N
tt0179886,io con te non ci sto piu,gianni amico,enzo ungari; francesco tullio altan; gianni amico,io con te non ci sto piu,gianni amico,francesco tullio altan
tt0180467,babylon pink iii,henri pachard,henri pachard,\N,\N,\N
tt0180669,a funny girl,takis vougiouklakis,lakis mihailidis,joy and tears,takis vougiouklakis,lakis michaelides
tt0180725,the war of pelados,sylvio back,\N,a guerra dos pelados,sylvio back,\N
tt0180749,and the woman shall fear her husband,yorgos tzavellas,yorgos tzavellas,and the wife shall revere her husband,giorgos tzavellas,giorgos tzavellas
tt0181335,"cada hogar, un mundo",carlos f borcosque,\N,"cada hogar, un mundo",carlos f borcosque,carlos a petit
tt0181633,kiss the girls,giannis dalianidis,giannis dalianidis,kiss the girls,yannis dalianidis,yannis dalianidis
tt0181686,mientras haya un circo,carlos f borcosque,carlos f borcosque,mientras haya un circo,carlos f borcosque,\N
tt0181689,minority report,steven spielberg,jon cohen; scott frank,minority report,steven spielberg,jon cohen; scott frank
tt0181764,\N,\N,\N,\N,\N,\N
tt0181998,carnaval atlantida,jose carlos burle,berliet jr; jose carlos burle; victor lima,carnaval atlantida,jose carlos burle,\N
tt0183285,irresistible ii,gary graver,\N,\N,\N,\N
tt0183301,jewel of the nite,\N,jacques khoulter,\N,\N,\N
tt0183337,kaplanlar,cetin inanc; cuneyt arkn,cuneyt arkn,kaplanlar,cetin inanc; cuneyt arkn,\N
tt0183384,lsd flesh of devil,massimo mida,bruno baratti; massimo mida; odoardo fiory; tiziano cortini; vittorio orano,lsd flesh of devil,\N,\N
tt0183787,\N,\N,\N,\N,\N,\N
tt0183951,"people, years, life",angela ricci lucchi; yervant gianikian,angela ricci lucchi; yervant gianikian,\N,\N,\N
tt0184060,you are here,tom rooney,tom rooney,\N,\N,\N
tt0184440,enigma for demons,carlos hugo christensen,carlos hugo christensen,enigma para demonios,carlos hugo christensen,\N
tt0185287,don bildigerno en pago milagro,antonio ber ciani,yamandu rodriguez,don bildigerno de pago milagro,antonio ber ciani,\N
tt0185925,\N,\N,\N,\N,\N,\N
tt0186071,i killed lucio flavio,antonio calmon,alberto magno; leopoldo serran,eu matei lucio flavio,antonio calmon,\N
tt0186103,\N,\N,\N,\N,\N,\N
tt0186240,the invisibles,noah stern,noah stern,\N,\N,\N
tt0186601,the naughty girl,ting shanhsi,ting shanhsi,\N,\N,\N
tt0186626,to you with love,sung tsun shou,sung hsiangyu,\N,\N,\N
tt0186725,zatoichi's cane sword,kimiyoshi yasuda,ryozo kasahara,zatoichi's cane sword,kimiyoshi yasuda,ryozo kasahara
tt0186794,thaayillamal naanillai,r thyagarajan,sandow mma chinnappa devar,thaayillamal naan illai,r thyagarajan,\N
tt0187097,\N,\N,\N,\N,\N,\N
tt0187363,oss 77 - operation lotus flower,bruno paolinelli,bruno paolinelli; claudio biondi,oss 77 operazione fior di loto,bruno paolinelli,\N
tt0187401,pilot premnath,a c tirulokchandar,\N,pilot premnath,a c tirulokchandar,a c tirulokchandar
tt0187477,\N,\N,\N,\N,\N,\N
tt0188204,un soltero en apuros,alberto dubois,pastor y rojas,\N,alberto du bois,\N
tt0188309,the education in love of valentin,jean lhote,\N,l'education amoureuse de valentin,jean lhote,jean lhote
tt0188442,part-time lifeguards,carlos galettini,salvador valverde calvo,los baneros mas locos del mundo,carlos galettini,\N
tt0188524,couturier de mon coeur,raymond de cesse; rene jayet,\N,\N,rene jayet,\N
tt0188728,\N,\N,\N,\N,\N,\N
tt0189219,spring in a small town,fei mu,li tianji,spring in a small town,fei mu,li tianji
tt0189427,\N,\N,\N,\N,\N,\N
tt0189448,courage for two,dell henderson,hamilton smith,courage for two,dell henderson,\N
tt0189658,lola's lolos,bernard dubois,\N,les lolos de lola,bernard dubois,bernard dubois
tt0189742,\N,\N,\N,\N,\N,\N
tt0189762,a moreninha,glauco mirko laurelli,glauco mirko laurelli,a moreninha,glauco mirko laurelli,\N
tt0189889,"paraiba, vida e morte de um bandido",victor lima,victor lima,"paraiba, vida e morte de um bandido",victor lima,\N
tt0189953,\N,\N,\N,\N,\N,\N
tt0190151,\N,\N,\N,winning grandma,william bertram,clara beranger
tt0190380,\N,\N,\N,\N,\N,\N
tt0190458,his wife's friend,joseph de grasse,\N,his wife's friend,joe de grasse,\N
tt0190460,hoje o galo sou eu!,aloisio t de carvalho,chico anysio; jose wanderley; ronaldo lupo,\N,\N,\N
tt0190520,land of doom,peter maris,craig rand,land of doom,peter maris,\N
tt0190581,house of sleeping beauties,hiroto yokoyama,toshiro ishido,\N,\N,\N
tt0191315,night of the female,fauzi mansur,fauzi mansur; marcos rey,a noite das femeas,fauzi mansur,\N
tt0191625,barbara the fair with the silken hair,aleksandr rou,mikhail chuprin,barbara the fair with the silken hair,alexander rou,alexander rou
tt0191828,the big blow,reinaldo marcus green,\N,\N,\N,\N
tt0192022,the spanking,pierre caron,\N,\N,pierre caron,jean nohain
tt0192069,gendernauts: a journey through shifting identities,monika treut,monika treut,gendernauts,monika treut,monika treut
tt0192135,\N,\N,\N,\N,\N,\N
tt0192330,\N,\N,\N,\N,\N,\N
tt0192429,\N,\N,\N,\N,\N,\N
tt0192490,\N,\N,\N,\N,\N,\N
tt0192788,where the red fern grows,lyman dayton; sam pillsbury,douglas c stewart; eleanor lamb; lyman dayton; sam pillsbury,where the red fern grows,lyman dayton; sam pillsbury,\N
tt0193022,prince of broadcasters,patrick lung kong,patrick lung kong,\N,\N,\N
tt0193119,\N,\N,\N,\N,\N,\N
tt0193124,double role,jaromil jires,jaromil jires; jaroslava moserovadavidova,double role,jaromil jires,jaromil jires; jaroslava moserova
tt0193236,\N,\N,\N,flowers of memory,christian braad thomsen,christian braad thomsen
tt0193366,our friends the hayseeds,beaumont smith,beaumont smith,"our friends, the hayseeds",beaumont smith,beaumont smith
tt0193565,third at heart,jacques de casembroot,\N,third at heart,jacques de casembroot,marcgilbert sauvajon
tt0193571,the grey rats,emilio ghione,emilio ghione; pio vanzi,the grey rats,emilio ghione,\N
tt0193613,voyeur,michael goi,michael goi,\N,\N,\N
tt0193657,\N,\N,\N,\N,\N,\N
tt0194339,se rematan ilusiones,mario c lugones,wilfredo jimenez,\N,mario c lugones,\N
tt0194540,the nuremberg trials,felix podmaniczky,joe j heydecker; johannes leeb,\N,\N,\N
tt0194686,balada para un mochilero,carlos rinaldi,carlos rinaldi; norberto aroldi; rodolfo m taboada,balada para un mochilero,carlos rinaldi; rene mugica,\N
tt0194909,5 bemerkungen zum dokumentarfilm,gisela tuchtenhagen,gisela tuchtenhagen,\N,gisela tuchtenhagen,\N
tt0195175,\N,\N,\N,\N,\N,\N
tt0195315,strangers,anthony spinelli,anthony spinelli,\N,\N,\N
tt0195325,fire!,adama drabo,adama drabo,fire!,adama drabo,\N
tt0195633,death is not the end,\N,\N,\N,\N,\N
tt0195692,\N,\N,\N,\N,\N,\N
tt0195898,madame louise,maclean rogers,michael pertwee,madame louise,maclean rogers,michael pertwee
tt0196179,unrecht gut gedeiht nicht,jakob fleck; luise fleck,jakob fleck; luise fleck,\N,\N,\N
tt0196730,madonnas and men,ba rolfe,carey wilson; edmund goulding; violet clark,madonnas and men,b a rolfe,carey wilson; edmund goulding; violet clark
tt0196892,querida suzana,alberto pieralisi,alberto pieralisi; alipio ramos,\N,\N,\N
